Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D1:1]-[C;D4:2](-[C;D1:3])(-[O;D1:4])-[C;D3:5]>>[C;D1:1]-[Mg;D2:7]-[Cl;D1:6].[C;D3:2](-[C;D1:3])(=[O;D1:4])-[C;D3:5]$[C;D1:1]-[C;D3:2](=[O;D1:3])-[C;D3:4]>>[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]$[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]>>[C;D1:1]-[Mg;D2:6]-[Cl;D1:5].[C;D2:2](=[O;D1:3])-[C;D3:4]	1	1	3781	CC(C)(O)C(c1cc(F)cc(F)c1)C1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1
[C;D1:1]-[C;D4:2](-[C;D2:3])(-[N;D3:4])-[C;D3:6](-[N:5])=[O:7]>>[C;D1:1]-[I;D1:8].[C;D3:2](-[C;D2:3])(-[N;D3:4])-[C;D3:6](-[N:5])=[O:7]$[O;D1:1]=[C;D3:2]-1-[C;D3:3]-[N;D3:5](-[C;D2:4])-[C;D3:6]:2:[C;D3:7](:[C:8]:[N:9]:[C:10]:[N;D2:11]:2)-[N;D3:12]-1-[C;D3:13]>>[C;D3:6]:1(:[C;D3:7](:[C:8]:[N:9]:[C:10]:[N;D2:11]:1)-[N;D2:12]-[C;D3:13])-[Cl;D1:14].[O;D1:1]=[C;D3:2](-[C;D3:3]-[N;D2:5]-[C;D2:4])-[O;D1:15]$[N:1]:[C:2]:[C;D3:3](-[N;D2:4]-[C;D3:5](-[C;D2:6])-[C;D2:7]):[C:8]:[N:9]>>[C;D3:5](-[C;D2:6])(-[C;D2:7])=[O;D1:10].[N:1]:[C:2]:[C;D3:3](-[N;D1:4]):[C:8]:[N:9]	1	1	1277	CC12COCCN1c1nc(Cl)ncc1N(C1CCOCC1)C2=O
[C;D1:1]-[C;D4:2]-1(-[C;D1:3])-[O;D2:4]-[C;D2:5]-[C;D3:6]-[O;D2:7]-1>>[C;D1:1]-[C;D4:2](-[C;D1:3])(-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[O;D1:4]-[C;D2:5]-[C;D3:6]-[O;D1:7]$[O;D1:1]-[C;D2:2]-[C;D3:3](-[O;D1:4])-[C;D2:5]>>[O;D1:4]=[Os;D4:7](=[O;D1:6])(=[O;D1:8])=[O;D1:9].[C;D1:2]=[C;D2:3]-[C;D2:5].[O;D0:1]$[C:1]=[C;D2:2]-[C;D2:3]-[C;D3:4](:[C;D2:5]):[C;D2:6]>>[C:1]=[C;D2:2]-[C;D2:3]-[Br;D1:7].[C;D3:4](:[C;D2:5])(:[C;D2:6])-[Br;D1:8]	1	1	1007	CC1(C)OCC(Cc2ccc(Br)cc2)O1
[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D2:4]>>[C;D2:3](-[C;D2:4])-[Br;D1:5].[C;D1:1]-[N;D1:2]$[C;D2:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[C;D4:5](-[Br;D1:4])(-[Br;D1:6])-[Br;D1:7].[C;D2:1]-[C;D2:2]-[O;D1:8]$[C;D3:1]-[C;D2:2]-[C;D2:3]-[O;D1:4]>>[C;D1:3]=[O;D1:4].[C;D3:1]-[C;D1:2]	1	1	245	CNCCc1ccc(F)cc1[N+](=O)[O-]
[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D2:4]>>[C;D2:3](-[C;D2:4])-[Cl;D1:5].[C;D1:1]-[N;D1:2]$[Cl;D1:1]-[C;D2:2]-[C;D2:3]>>[C;D2:2](-[C;D2:3])-[O;D1:4].[Cl;D0:1]$[O;D1:1]-[C;D2:2]-[C;D2:3]>>[O;D1:1]=[C;D3:2](-[C;D2:3])-[O;D2:5]-[C;D1:4]	1	1	4674	CNCCC(c1ccccc1)n1ccc2ccccc21
[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4](:[C:5]):[N:6]>>[C;D2:3](-[C;D3:4](:[C:5]):[N:6])=[O;D1:7].[C;D1:1]-[N;D1:2]$[C;D3:1]:1:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N;D3:5]:[C:6](:[C:7]):[C:8]:1>>[C;D2:3](=[O;D1:4])-[N;D3:10](-[C;D1:9])-[C;D1:11].[C;D3:1]:1:[C;D2:2]:[N;D3:5]:[C:6](:[C:7]):[C:8]:1$[C:1]:1:[C;D2:2]:[N;D3:3](-[C;D1:4]):[C;D3:5](:[C:6]):[C:7]:1>>[C;D1:4]-[I;D1:8].[C:1]:1:[C;D2:2]:[N;D2:3]:[C;D3:5](:[C:6]):[C:7]:1	1	1	3018	CNCc1c(C)c2ccccc2n1C
[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Br;D1:5].[C;D1:1]-[N;D1:2]$[C;D3:1]-[C;D2:2]-[Br;D1:3]>>[Br;D1:3]-[P;D3:5](-[Br;D1:4])-[Br;D1:6].[C;D3:1]-[C;D2:2]-[O;D1:7]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D2:3]-[C;D1:4])=[O;D1:5]	1	1	7565	CNCc1ccc(Br)cc1S(C)(=O)=O
[C;D1:1]-[N;D2:2]-[C;D3:3](-[C;D2:4])-[C;D2:5]>>[C;D3:3](-[C;D2:4])(-[C;D2:5])=[O;D1:6].[C;D1:1]-[N;D1:2]$[O;D1:1]=[C;D3:2](-[C;D2:3])-[C;D2:4]>>[O;D2:1]-1-[C;D4:2](-[C;D2:3])(-[C;D2:4])-[O;D2:7]-[C;D2:5]-[C;D2:6]-1$[C;D3:1]:1:[C;D3:2]:[C;D2:3]:[C;D3:4](-[C;D2:5]-[N;D3:6](-[C;D2:7])-[C;D2:8]):[C;D2:9]:[C;D2:10]:1>>[C;D3:1]:1:[C;D3:2]:[C;D2:3]:[C;D2:9]:[C;D3:4](-[C;D2:5]=[O;D1:11]):[C;D2:10]:1.[N;D2:6](-[C;D2:7])-[C;D2:8]	1	1	2750	CNC1CCN(Cc2ccc(F)c(F)c2)CC1
[C;D1:1]-[N;D2:2]-[C;D3:3](:[N;D2:4]):[C;D2:5]>>[C;D3:3](:[N;D2:4])(:[C;D2:5])-[Cl;D1:6].[C;D1:1]-[N;D1:2]$[C;D3:1]-[C;D3:2]:1:[C;D2:3]:[N;D3:4]:2:[N;D2:5]:[C:6]:[C:7]:[C;D2:8]:[C;D3:9]:2:[N;D2:10]:1>>[C;D3:1]-[C;D3:2](-[C;D2:3]-[Br;D1:12])=[O;D1:11].[N;D2:4]:1:[N;D2:5]:[C:6]:[C:7]:[C;D2:8]:[C;D3:9]:1-[N;D1:10]$[C:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Br;D1:5]>>[Br;D1:5]-[Br;D1:6].[C:1]-[C;D3:2](=[O:3])-[C;D1:4]	1	1	9612	CNc1ccc2nc(-c3cccc(C#N)c3)cn2n1
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D2:5]>>[C;D3:3](=[O;D1:4])(-[C;D2:5])-[O;D1:6].[C;D1:1]-[N;D1:2]$[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]>>[O;D1:4]-[C;D3:6](-[C;D1:5])-[C;D1:7].[C;D2:1]-[C;D2:2]-[O;D1:3]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D1:8])-[C;D1:9]	1	1	3491	CNC(=O)CC(C)n1nnc(-c2cccc(Cl)c2)n1
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5](:[C;D2:6]):[C;D3:8](:[C;D3:7])-[N;D2:9]-[C;D3:10](=[O;D1:11])-[C;D3:12](:[C:13]):[N:14]>>[C;D1:1]-[N;D1:2].[C;D3:3]:1(=[O;D1:4]):[C;D3:5](:[C;D2:6]):[C;D3:8](:[C;D3:7]):[N;D2:9]:[C;D3:10](:[O;D2:11]:1)-[C;D3:12](:[C:13]):[N:14]$[N;D1:1]#[C;D2:2]-[C;D3:3](:[C;D2:4]):[C;D2:5]>>[C;D3:3](:[C;D2:4])(:[C;D2:5])-[I;D1:6].[N;D1:1]#[C;D2:2]-[Cu;D1:7]$[O;D1:1]=[C;D3:2]:1:[O;D2:3]:[C;D3:4](-[C;D3:5](:[C:6]):[N:7]):[N;D2:8]:[C;D3:9](:[C;D3:10]:1:[C;D2:11]):[C;D3:12]>>[C;D3:4](-[C;D3:5](:[C:6]):[N:7])(=[O;D1:13])-[O;D1:14].[O;D1:1]=[C;D3:2](-[O;D1:3])-[C;D3:10](:[C;D3:9](-[N;D1:8]):[C;D3:12]):[C;D2:11]	1	1	4132	CNC(=O)c1cc(C#N)cc(Cl)c1NC(=O)c1cc(Cl)nn1-c1ncccc1Cl
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]:[C:6]:[N:7]>>[C;D3:3](=[O;D1:4])(-[C;D3:5]:[C:6]:[N:7])-[O;D1:8].[C;D1:1]-[N;D1:2]$[O;D1:1]=[C;D3:2](-[O;D1:3])-[C;D3:4]:[C:5]:[N:6]>>[O;D1:1]=[C;D3:2](-[C;D3:4]:[C:5]:[N:6])-[C;D4:8](-[F;D1:7])(-[F;D1:9])-[F;D1:10].[O;D0:3]$[O;D1:1]=[C;D3:2](-[C;D3:3]:1:[C;D2:4]:[N:5]:[C:6]:[C;D3:7]:1)-[C;D4:8](-[F:9])(-[F:10])-[F:11]>>[O;D1:1]=[C;D3:2](-[C;D4:8](-[F:9])(-[F:10])-[F:11])-[O;D2:14]-[C;D3:13](=[O:12])-[C:15](-[F:16])(-[F:17])-[F:18].[C;D2:3]:1:[C;D2:4]:[N:5]:[C:6]:[C;D3:7]:1	1	1	5290	CNC(=O)c1c[nH]c2cc([N+](=O)[O-])ccc12
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[Cl;D1:6].[C;D1:1]-[N;D1:2]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[Cl;D1:4]>>[Cl;D1:4]-[S;D3:6](=[O;D1:5])-[Cl;D1:7].[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:8]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	9974	CNC(=O)c1ccc(CCc2cnc3c(N)nc4cc(C)ccc4c3c2)c(C)c1
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[N;D2:5]-[C;D3:6](:[N:7]):[S:8]>>[C;D1:1]-[N;D2:2]=[C;D2:3]=[O;D1:4].[N;D1:5]-[C;D3:6](:[N:7]):[S:8]$[N;D1:1]-[C;D3:2]:1:[N;D2:3]:[C;D3:4](-[C;D2:5]-[C:6](=[O:7])-[N:8]):[C;D2:9]:[S;D2:10]:1>>[C;D3:4](-[C;D2:5]-[C:6](=[O:7])-[N:8])(-[C;D2:9]-[Br;D1:12])=[O;D1:11].[N;D1:1]-[C;D3:2](-[N;D1:3])=[S;D1:10]$[O:1]=[C;D3:2](-[C;D2:3]-[Br;D1:4])-[C:5]>>[Br;D1:4]-[Br;D1:6].[O:1]=[C;D3:2](-[C;D1:3])-[C:5]	1	1	862	CNC(=O)Nc1nc(CC(=O)Nc2cccc(C(F)(F)F)c2)cs1
[C;D1:1]-[N;D2:2]-[C;D3:3](=[S;D1:4])-[N;D2:5]-[C;D3:6]>>[C;D1:1]-[N;D2:2]=[C;D2:3]=[S;D1:4].[N;D1:5]-[C;D3:6]$[N;D1:1]-[C;D3:2](-[C;D2:3])-[C;D3:4]>>[C;D3:2](-[C;D2:3])(-[C;D3:4])=[O;D1:5].[N;D0:1]$[C:1]-[C;D2:2]=[C;D2:3]-[C;D3:4](-[C;D3:5])-[C;D4:6](-[F:7])(-[F:8])-[F:9]>>[C;D3:4](-[C;D3:5])(-[C;D4:6](-[F:7])(-[F:8])-[F:9])-[Br;D1:10].[C:1]-[C;D2:2]=[C;D1:3]	1	1	2849	CNC(=S)NC1CCc2cc(/C=C/C(c3cc(Cl)c(Cl)c(Cl)c3)C(F)(F)F)ccc21
[C;D1:1]-[N;D2:2]-[C;D3:3]>>[C;D2:1](-[N;D3:2](-[C;D3:3])-[C;D1:4])=[O;D1:5]$[C;D1:1]-[N;D3:2](-[C;D2:3]=[O:4])-[C;D3:5]>>[C;D1:1]-[I;D1:6].[N;D2:2](-[C;D2:3]=[O:4])-[C;D3:5]$[O;D1:1]=[C;D2:2]-[N;D2:3]-[C;D3:4]>>[O;D1:1]=[C;D2:2]-[O;D1:5].[N;D1:3]-[C;D3:4]	1	1	2719	CNc1ccc(F)c(Cl)c1
[C;D1:1]-[N;D2:2]=[C;D3:3](-[C;D1:4])-[C;D3:5]>>[C;D3:3](-[C;D1:4])(-[C;D3:5])=[O;D1:6].[C;D1:1]-[N;D1:2]$[C;D1:1]-[C;D3:2](=[O;D1:3])-[C;D3:4]>>[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]$[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]>>[C;D1:1]-[Mg;D2:6]-[I;D1:5].[C;D2:2](=[O;D1:3])-[C;D3:4]	1	1	7411	CN=C(C)C1CCSc2[nH]c3ccccc3c21
[C;D1:1]-[N;D2:2]>>[C;D3:1](-[N;D2:2])(-[O;D2:4]-[C;D1:3])=[O;D1:5]$[C;D2:1]:[C;D3:2]:1:[C;D3:3](:[C;D2:4]):[N;D3:5](-[C;D2:6]):[C;D3:7](-[C;D4:8]):[N;D2:9]:1>>[C;D3:7](-[C;D4:8])(=[O;D1:10])-[Cl;D1:11].[C;D2:1]:[C;D3:2](:[C;D3:3](:[C;D2:4])-[N;D2:5]-[C;D2:6])-[N;D1:9]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	1	1	276	CNc1ccc2c(c1)nc(C(C)(C)C)n2CC1CCCCC1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D2:4]-[C;D3:5]>>[C;D2:4](-[C;D3:5])=[O;D1:6].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]>>[O;D1:1]-[C;D1:4].[C;D2:2](-[C;D3:3])#[N;D1:5]$[C:1]:[C:2]:1:[C:3](:[C:4]):[O;D2:5]:[C;D3:6](-[N;D3:7](-[C;D2:8])-[C;D2:9]):[N;D2:10]:1>>[C:1]:[C:2]:1:[C:3](:[C:4]):[O;D2:5]:[C;D3:6](:[N;D2:10]:1)-[Cl;D1:11].[N;D2:7](-[C;D2:8])-[C;D2:9]	1	1	2791	CN(C)Cc1ccc2oc(N3CCN(C4CC4)CC3)nc2c1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](-[C;D2:5]#[N;D1:6])-[C;D3:7]>>[C;D2:4](-[C;D3:7])=[O;D1:8].[C;D1:5]#[N;D1:6].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]>>[O;D1:1]=[C;D3:2](-[C;D3:3])-[O;D2:6]-[C;D2:5]-[C:4]$[C;D2:1]-[C;D4:2]-1(-[C;D2:3])-[O;D2:4]-[C;D2:5]-[C;D2:6]-[O;D2:7]-1>>[C;D2:5](-[C;D2:6]-[O;D1:7])-[O;D1:8].[C;D2:1]-[C;D3:2](-[C;D2:3])=[O;D1:4]	1	1	3556	CN(C)C(C#N)C1CCC2(CC1)OCCO2
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](:[N;D2:5]:[C:6](:[C:7]):[C:8]):[C;D3:9]-[C:10]=[O:11]>>[C;D3:4](:[N;D2:5]:[C:6](:[C:7]):[C:8])(:[C;D3:9]-[C:10]=[O:11])-[Cl;D1:12].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]:[C:5]:[N:4]>>[O;D1:1]-[C;D2:2]-[C;D3:3]:[C:5]:[N:4]$[O;D1:1]-[C;D2:2]-[C;D3:3]:[C:5]:[N:4]>>[O;D1:1]=[C;D3:2](-[C;D3:3]:[C:5]:[N:4])-[O;D2:8]-[C;D2:7]-[C:6]	1	1	304	CN(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1C=O
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](=[O;D1:5])-[C;D3:6](:[C:7]):[N:8]>>[C;D3:4](=[O;D1:5])(-[C;D3:6](:[C:7]):[N:8])-[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D3:2](-[O;D1:3])-[C;D3:4](:[C:5]):[N:6]>>[O;D1:3]-[O;D2:10]-[S;D3:8](=[O:7])-[O:9].[O;D1:1]=[C;D2:2]-[C;D3:4](:[C:5]):[N:6]$[O;D1:1]=[C;D2:2]-[C;D3:3](:[C:4]):[N:5]>>[O;D2:1](-[C;D3:2](-[C;D3:3](:[C:4]):[N:5])-[O;D2:8]-[C;D2:7]-[C:6])-[C;D2:9]-[C;D1:10]	1	1	1043	CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[Cl;D1:7].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D3:2](-[Cl;D1:3])-[C;D3:4]>>[Cl;D1:3]-[S;D3:6](=[O;D1:5])-[Cl;D1:7].[O;D1:1]=[C;D3:2](-[C;D3:4])-[O;D1:8]$[O;D1:1]=[C;D3:2](-[O;D1:3])-[C;D3:4](:[C;D3:5]):[C;D3:6]>>[O;D1:1]=[C;D2:2]=[O;D1:3].[C;D2:4](:[C;D3:5]):[C;D3:6]	1	1	5213	CN(C)C(=O)c1c(Oc2ccccc2)cccc1Oc1ccccc1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4]>>[C;D1:3]=[O;D1:5].[C;D2:1](-[B;D1:6])#[N;D1:7].[N;D1:2]-[C;D3:4]$[N;D1:1]-[C;D3:2]>>[N;D3+:1](-[C;D3:2])(=[O;D1:3])-[O;D1-:4]$[O;D1:1]=[C;D3:2]:1:[C;D2:3]:[C;D3:4](-[C;D3:5]):[O;D2:6]:[C;D3:7](:[C;D2:8]):[C;D3:10]:1:[C;D2:9]>>[O;D1:1]=[C;D3:2](-[C;D2:3]-[C;D3:4](-[C;D3:5])=[O;D1:11])-[C;D3:10](:[C;D3:7](-[O;D1:6]):[C;D2:8]):[C;D2:9]	1	1	5189	CN(C)c1ccc(-c2cc(=O)c3cc(Br)ccc3o2)cc1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D2:4]-[C;D3:5]:1:[C:6]:[N:7]:[N:8]:[C:9]:1>>[C;D2:4](-[C;D3:5]:1:[C:6]:[N:7]:[N:8]:[C:9]:1)=[O;D1:10].[C;D1:1]-[N;D2:2]-[C;D2:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1>>[O;D1:1]-[C;D2:2]-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1$[O;D1:1]-[C;D2:2]-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1>>[O;D1:1]=[C;D3:2](-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1)-[O;D1:8]	1	1	459	CN(CCNC(=O)OC(C)(C)C)Cc1cn(C2CCCCO2)nc1I
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D2:4]>>[C;D1:1]=[O;D1:5].[N;D2:2](-[C;D2:3])-[C;D2:4]$[O;D1:1]=[S;D4:2](=[O;D1:3])(-[C;D3:4])-[N;D3:5]:1:[C;D2:6]:[C:7]:[C:13]:[C;D3:12]:1:[C:11].[C;D2:8]-[N;D2:9]-[C;D2:10]>>[N;D2:5]:1:[C;D2:6]:[C:7]:[C:13]:[C;D3:12]:1:[C:11].[C;D2:8]-[N;D3:9](-[C;D2:10])-[C;D3:19](-[O;D2:18]-[C:15](-[C:14])(-[C:16])-[C:17])=[O;D1:20].[O;D1:1]=[S;D4:2](=[O;D1:3])(-[C;D3:4])-[Cl;D1:21]$[C:1]-[C:2](-[C:3])(-[C:4])-[O;D2:5]-[C;D3:6](=[O;D1:7])-[N;D3:8](-[C;D2:9])-[C;D2:10]>>[C:1]-[C:2](-[C:3])(-[C:4])-[O;D2:5]-[C;D3:6](=[O;D1:7])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[N;D2:8](-[C;D2:9])-[C;D2:10]	1	1	3236	CN1CCc2cn(S(=O)(=O)c3ccccc3)c3cccc(c23)C1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]=[C:7]-[C:8]>>[C;D3:4](=[O;D1:5])(-[C;D2:6]=[C:7]-[C:8])-[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[N;D2:1]-[C;D2:2]-[C;D3:3](:[C:4]):[N:5]>>[N;D2:1]-[C;D3:2](-[C;D3:3](:[C:4]):[N:5])=[O;D1:6]$[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5](:[C:6]):[N:7]>>[C;D3:3](=[O;D1:4])(-[C;D3:5](:[C:6]):[N:7])-[O;D2:10]-[C;D2:9]-[C:8].[C;D1:1]-[N;D1:2]	1	1	3969	CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cccnc1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D3:6](:[N:7]):[C:8]>>[C;D3:4](=[O;D1:5])(-[C;D3:6](:[N:7]):[C:8])-[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]>>[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:9](-[O;D2:8]-[C:5](-[C:4])(-[C:6])-[C:7])=[O;D1:10]$[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O:5])-[O:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D1:1]-[I;D1:11].[N;D2:2](-[C;D2:3])-[C;D3:4](=[O:5])-[O:6]-[C:7](-[C:8])(-[C:9])-[C:10]	1	1	2078	CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1cc(O)[nH]n1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[O;D1:7].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D1:4]>>[O;D1:4]-[P;D4:6](=[O;D1:5])(-[O;D1:7])-[O;D1:8].[C;D3:1]-[C;D2:2]=[O;D1:3]$[C;D3:1]-[C;D2:2]=[O;D1:3]>>[C;D3:1]-[C;D3:2](-[Br;D1:4])-[Br;D1:5].[O;D1:3]-[S;D4:7](=[O;D1:6])(=[O;D1:8])-[O;D1:9]	1	1	3142	CN(CCC1OCCO1)C(=O)c1cc(-c2nn(C)c(OC(F)F)c2Cl)c(Cl)cc1Cl
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D3:4](=[O;D1:5])(-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4](:[N:5]):[C:6]>>[C;D2:3](-[C;D3:4](:[N:5]):[C:6])-[Br;D1:7].[C;D1:1]-[N;D1:2]$[Br;D1:1]-[C;D2:2]-[C;D3:3](:[N:4]):[C:5]>>[Br;D1:1]-[N;D3:12]-1-[C;D3:7](=[O:6])-[C:8]-[C:9]-[C;D3:10]-1=[O:11].[C;D1:2]-[C;D3:3](:[N:4]):[C:5]	1	1	4876	CN(Cc1ccc2cccc(Br)c2n1)C(=O)OC(C)(C)C
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D3:4](=[O;D1:5])(-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Br;D1:5].[C;D1:1]-[N;D1:2]$[O;D1:1]-[C;D2:2]-[C;D3:3]>>[O;D1:1]-[C;D3:2](-[C;D3:3])=[O;D1:4]	1	1	389	CN(Cc1ccc(CO)c(F)c1)C(=O)OC(C)(C)C
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4]:1:[C;D3:5]:[C:6]:[N:7]:[N;D3:8]:1>>[C;D3:4]:1(:[C;D3:5]:[C:6]:[N:7]:[N;D3:8]:1)-[Cl;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[N;D3:1]:1:[N:2]:[C:3]:[C;D3:4]:[C;D3:5]:1-[Cl;D1:6]>>[Cl;D1:6]-[C;D4:11](-[C;D4:8](-[Cl:7])(-[Cl:9])-[Cl:10])(-[Cl;D1:12])-[Cl;D1:13].[N;D3:1]:1:[N:2]:[C:3]:[C;D3:4]:[C;D2:5]:1$[C;D1:1]-[N;D3:2]:1:[C;D2:3]:[C:4]:[C:5]:[N;D2:6]:1>>[C;D1:1]-[O;D2:12]-[S;D4:9](-[O:8]-[C:7])(=[O:10])=[O:11].[N;D2:2]:1:[C;D2:3]:[C:4]:[C:5]:[N;D2:6]:1	1	1	4986	CN(CCO)c1c([N+](=O)[O-])cnn1C
[C;D1:1]-[N;D3:2](-[C;D2:3]-[C;D2:4])-[C;D2:5]>>[C;D2:3](-[C;D2:4])-[Br;D1:6].[C;D1:1]-[N;D2:2]-[C;D2:5]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D2:4]>>[C;D2:3](-[C;D2:4])-[O;D2:9]-[S;D4:6](-[C:5])(=[O:7])=[O:8].[C;D1:1]-[N;D1:2]$[C;D1:1]-[S;D4:2](=[O;D1:3])(=[O;D1:4])-[O;D2:5]-[C;D2:6]>>[C;D1:1]-[S;D4:2](=[O;D1:3])(=[O;D1:4])-[Cl;D1:7].[O;D1:5]-[C;D2:6]	1	1	1011	CN(CCCN1C(=O)c2ccccc2C1=O)CCOc1cc(F)cc(F)c1
