Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[N;D3:4](:[C;D2:5]:[C:6]):[C;D3:8](:[C;D2:7]):[C;D3:9]:1-[C;D3:10](:[N:11]):[C:12]>>[N;D1:3]-[N;D3+:4](:[C;D2:5]:[C:6]):[C;D2:8]:[C;D2:7].[C;D3:1]-[C;D2:2]#[C;D2:9]-[C;D3:10](:[N:11]):[C:12]$[C:1]-[C;D2:2]#[C;D2:3]-[C;D3:4]:1:[N;D2:5]:[C:6]:[N:7]:[C:8]:[C;D2:9]:1>>[C;D3:4]:1(:[N;D2:5]:[C:6]:[N:7]:[C:8]:[C;D2:9]:1)-[Cl;D1:10].[C:1]-[C;D2:2]#[C;D1:3]	1	1	351	O=C(Nc1cccc(-c2nn3ccccc3c2-c2ccnc(Cl)n2)c1)C(F)(F)F
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D2:6]):[N;D2:7]:1>>[C;D3:5](-[C;D2:6])(=[O;D1:8])-[O;D1:9].[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[N;D1:7]$[C;D3:1]-[C;D3:2](-[N;D1:3])=[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	2054	Cc1ccc(-c2noc(CC3CN(C(=O)OC(C)(C)C)C3)n2)cc1NC(=O)c1cnc2ccccn12
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D2:6]):[N;D2:7]:1>>[C;D3:5](-[C;D2:6])(=[O;D1:8])-[O;D1:9].[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[N;D1:7]$[C;D4:1]-[C;D2:3]-[C;D2:2]>>[C;D4:1]-[C;D3:3](-[C;D2:2])=[O;D1:4]	1	1	1091	CC(C)(C)OC(=O)C1CN(Cc2ccc(-c3noc(CCC4(c5ccccc5)CCCCC4)n3)cc2)C1
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D2:6]):[N;D2:7]:1>>[O;D1:4]-[C;D3:5](-[C;D2:6])=[O;D1:8].[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:9])=[N;D1:7]$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	9167	CC(C)(C)OC(=O)N1CCC(c2noc(COCc3ccccc3)n2)CC1
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D3:6]):[N;D2:7]:1>>[C;D3:5](-[C;D3:6])(=[O;D1:8])-[O;D1:9].[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:4])=[N;D1:7]$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	1578	CCc1c(Br)cccc1-c1noc(-c2ccc(OC(C)C)c(Cl)c2)n1
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D3:6]):[N;D2:7]:1>>[C;D3:5](-[C;D3:6])(=[O;D1:8])-[O;D1:9].[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[N;D1:7]$[C;D3:1]-[C;D3:2](-[N;D1:3])=[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	323	CC(C)(C)OC(=O)CCCCc1cc2cc(-c3noc(C4Cc5ccccc5C4)n3)ccc2c(=O)n1-c1ccc(F)cc1
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D3:6]):[N;D2:7]:1>>[O;D1:4]-[C;D3:5](-[C;D3:6])=[O;D1:8].[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:9])=[N;D1:7]$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	6094	COC(=O)CCC1c2ccc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)cc2CCCN1C(=O)OC(C)(C)C
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D3:6]):[N;D2:7]:1>>[O;D1:4]=[C;D3:5](-[C;D3:6])-[Cl;D1:8].[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:9])=[N;D1:7]$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	4212	CCOC(=O)CCn1ncc2c(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)cccc21
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](-[C;D4:6]):[N;D2:7]:1>>[C;D3:5](-[C;D4:6])(=[O;D1:8])-[O;D1:9].[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[N;D1:7]$[C;D3:1]-[C;D3:2](-[N;D1:3])=[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	4754	Cc1ccc(-c2noc(C3(NC(=O)OC(C)(C)C)CC(F)(F)C3)n2)cc1NC(=O)c1cnc2ccccn12
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](:[C;D3:6]:1:[C;D2:7]):[C;D2:8]>>[C;D3:1]-[C;D3:2](-[C;D3:6](:[C;D3:5](:[C;D2:8])-[O;D1:10]):[C;D2:7])=[O;D1:9].[N;D1:3]-[O;D1:4]$[C;D3:1]-[C;D3:2](=[O;D1:3])-[C;D3:4]>>[C;D3:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]	1	1	6067	CC(C)c1noc2ccc(Br)cc12
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](:[C;D3:6]:1:[C;D2:7]):[C;D2:8]>>[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[C;D3:6](:[C;D3:5](:[C;D2:8])-[F;D1:9]):[C;D2:7]$[C;D3:1]-[C;D3:2](=[N;D2:3]-[O;D1:4])-[C;D3:5]>>[C;D3:1]-[C;D3:2](-[C;D3:5])=[O;D1:6].[N;D1:3]-[O;D1:4]	1	1	454	COc1cccc(-c2noc3cc(F)ccc23)c1
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](=[O;D1:6]):[N;D2:7]:1>>[C;D3:1]-[C;D2:2]#[N;D1:7].[N;D1:3]-[O;D1:4].[C;D3:5](=[O;D1:6])(-[O;D1:8])-[O;D1:9]$[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D3:2](-[N;D1:3])=[O;D1:4]	1	1	180	COCCCCn1c(C(=O)N(CC(C)C)[C@H]2C[C@@H](c3noc(=O)[nH]3)CN(C(=O)OC(C)(C)C)C2)nc2ccccc21
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](=[O;D1:6]):[N;D2:7]:1>>[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:4])=[N;D1:7].[C;D3:5](=[O;D1:6])(-[N;D3:10]:1:[C;D2:9]:[C:8]:[N:17]:[C;D2:16]:1)-[N;D3:11]:2:[C;D2:12]:[C:13]:[N:14]:[C;D2:15]:2$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	2920	COC(=O)C1CCC(c2noc(=O)[nH]2)CC1
[C;D3:1]-[C;D3:2]:1:[N;D2:3]:[O;D2:4]:[C;D3:5](=[O;D1:6]):[N;D2:7]:1>>[C;D3:5](-[O;D2:6]-[C;D3:10]:1:[C;D2:11]:[C:12]:[C:13]:[C:14]:[C;D2:15]:1)(=[O;D1:8])-[Cl;D1:9].[C;D3:1]-[C;D3:2](-[N;D2:3]-[O;D1:4])=[N;D1:7]$[C;D3:1]-[C;D3:2](=[N;D1:3])-[N;D2:4]-[O;D1:5]>>[C;D3:1]-[C;D2:2]#[N;D1:3].[N;D1:4]-[O;D1:5]	1	1	4160	Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc(-c2noc(=O)[nH]2)c(F)c1
[C;D3:1]-[C;D3:3](-[C;D2:2])-[Cl;D1:4]>>[Cl;D1:4]-[S;D3:6](=[O;D1:5])-[Cl;D1:7].[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D1:8]$[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D1:4]>>[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:4]	1	1	4664	O=S(=O)(c1ccccc1)c1ccc2c(c1)CCCC2Cl
[C;D3:1]-[C;D3:3](-[C;D2:2])-[N;D1:4]>>[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:5].[N;D0:4]$[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[O;D2:5]-[C;D3:6]>>[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[Br;D1:7].[O;D1:5]-[C;D3:6]	1	1	3867	CC(C)(C)OC(=O)COc1cccc2c1CCCC2N
[C;D3:1]-[C;D3:3](-[C;D2:2])-[N;D2:4]=[N;D2+:5]>>[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D2:14]-[S;D4:11](-[C:10]:1:[C:9]:[C:8]:[C:7](-[C:6]):[C:16]:[C:15]:1)(=[O:12])=[O:13].[N;D1-:4]=[N;D2+:5]$[C;D3:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D3:1]-[O;D1:2]	1	1	1793	CC[C@H]1CN(C(=O)OCc2ccccc2)C[C@H]1N=[N+]=[N-]
[C;D3:1]-[C;D3:3](-[C;D2:2])-[N;D2:4]=[N;D2+:5]>>[N;D2:4](=[N;D2+:5])-[P;D4:7](=[O;D1:6])(-[C;D3:8]:1:[C:9]:[C:10]:[C:11]:[C:12]:[C:13]:1)-[C;D3:14]:2:[C:15]:[C:16]:[C:17]:[C:18]:[C:19]:2.[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D1:20]$[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D1:4]>>[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:4]	1	1	2110	Cc1cc2c(cc1C(F)(F)F)N(C(=O)OC(C)(C)C)CCC[C@@H]2N=[N+]=[N-]
[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:4]>>[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D1:4]$[C;D3:1]-[O;D1:2]>>[C;D3:1]-[O;D2:2]-[C;D2:7]-[C;D3:6]:1:[C:5]:[C:4]:[C:3]:[C:9]:[C:8]:1	1	1	4111	CC(C)S(=O)(=O)NC1CCCC1=O
[C;D3:1]-[C;D3:3](-[C;D3:2])-[O;D1:4]>>[C;D3:1]-[C;D3:3](-[C;D3:2])=[O;D1:4]$[C;D2:1]:[C;D3:2]:1-[C;D3:3](=[O;D1:4])-[C;D3:5](-[C;D1:6])-[C;D2:7]-[C;D3:8]:1:[C;D2:9]>>[C;D3:3](=[O;D1:4])(-[C;D4:5](-[C;D1:6])(-[C;D1:7])-[Br;D1:11])-[Br;D1:10].[C;D2:1]:[C;D2:2]:[C;D2:8]:[C;D2:9]	1	1	9015	CCCCCCC1(CCCCCC)c2ccccc2-c2cc3c(cc21)C(O)C(C)C3
[C;D3:1]-[C;D3:3](-[N;D2:2])=[S;D1:4]>>[C;D3:1]-[C;D3:3](-[N;D2:2])=[O;D1:5].[S;D1:4]=[P;D4:16]-1-2-[S;D2:15]-[P:12]-3(-[S:11]-[P:9](-[S:8]-[P:7](=[S:6])(-[S:14]-3)-[S;D2:17]-1)(=[S:10])-[S;D2:18]-2)=[S:13]$[N;D1:1]-[C;D3:2]>>[N;D3+:1](-[C;D3:2])(=[O;D1:3])-[O;D1-:4]	1	1	7882	Nc1ccc2c(c1)C(=S)Nc1ccccc1S2
[C;D3:1]-[C;D3:3]:1:[C;D3:2]:[C:8]:[N;D2:7]:[C;D3:5](:[N;D2:4]:1)=[O;D1:6]>>[N;D0:4].[C;D3:1]-[C;D3:3]:1:[C;D3:2]:[C:8]:[N;D2:7]:[C;D3:5](=[O;D1:6]):[O;D2:9]:1$[C;D3:1]-[C;D3:4]:1:[C;D3:3](-[C;D2:2]):[C;D3:9](:[N;D2:8]:[C;D3:6](:[O;D2:5]:1)=[O;D1:7])=[O;D1:10]>>[C;D3:6](=[O;D1:7])(-[N;D2:8]=[C;D2:9]=[O;D1:10])-[Cl;D1:11].[C;D3:1]-[C;D3:4](-[C;D2:3]-[C;D2:2])=[O;D1:5]	1	1	2008	N#Cc1ccc(C2COCc3c2[nH]c(=O)[nH]c3=O)cc1
[C;D3:1]-[C;D3:4]:1:[C;D3:3](-[C;D2:2]):[C;D3:9](:[N;D2:8]:[C;D3:6](:[O;D2:5]:1)=[O;D1:7])=[O;D1:10]>>[C;D3:6](=[O;D1:7])(-[N;D2:8]=[C;D2:9]=[O;D1:10])-[Cl;D1:11].[C;D3:1]-[C;D3:4](-[C;D2:3]-[C;D2:2])=[O;D1:5]$[C;D2:1]:[C;D3:2](-[C;D3:3](-[C;D2:4])-[C;D3:6](-[C;D2:5])=[O;D1:7]):[C;D2:8]>>[C;D3:3](-[C;D2:4])(-[C;D4:6](-[C;D2:5])(-[O;D2:10]-[C;D1:9])-[O;D2:11]-[C;D1:12])-[I;D1:13].[C;D2:1]:[C;D3:2](:[C;D2:8])-[B;D3:15](-[O;D1:7])-[O;D1:14]	1	1	2008	N#Cc1ccc(C2COCc3c2oc(=O)[nH]c3=O)cc1
[C;D3:1]-[C;D3:4]:1:[C;D3:3](-[C;D4:2]):[N;D2:9]:[N;D3:7](:[C;D3:5]:1=[O;D1:6])-[C;D3:8]>>[C;D3:1]-[C;D3:4](-[C;D3:3](-[C;D4:2])=[O;D1:17])-[C;D3:5](=[O;D1:6])-[N;D3:7](-[C;D3:8])-[N;D2:9]-[C;D3:15](-[O;D2:14]-[C:11](-[C:10])(-[C:12])-[C:13])=[O;D1:16]$[C:1]-[C:2](-[C:3])(-[C:4])-[O:5]-[C:6](=[O:7])-[N;D2:8]-[N;D3:9](-[C;D3:10](=[O;D1:11])-[C;D3:12]-[C:13]=[O:14])-[C;D3:15]>>[C;D3:10](=[O;D1:11])(-[C;D3:12]-[C:13]=[O:14])-[Cl;D1:16].[C:1]-[C:2](-[C:3])(-[C:4])-[O:5]-[C:6](=[O:7])-[N;D2:8]-[N;D2:9]-[C;D3:15]	1	1	3117	CC1(C)[C@H]2CC[C@]1(C)c1[nH]n(-c3ccc(F)cc3Cl)c(=O)c12
[C;D3:1]-[C;D3:5](-[C;D3:3](-[N:2])=[O:4])=[C;D2:6]-[C;D3:7](:[C:8]):[N:9]>>[C;D2:6](-[C;D3:7](:[C:8]):[N:9])=[O;D1:10].[C;D3:1]-[C;D2:5]-[C;D3:3](-[N:2])=[O:4]$[C;D2:1]-[C;D3:2](=[O;D1:3])-[N;D2:4]-[C;D3:5]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D1:8].[N;D3+:4](-[C;D3:5])(=[O;D1:6])-[O;D1-:7]	1	1	5139	COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCCO)CCCCC2
[C;D3:1]-[C;D3:5](-[C;D3:4](:[C;D3:2]):[C;D2:3])=[O;D1:6]>>[C;D3:1]-[C;D3:5](=[O;D1:6])-[O;D1:7].[C;D3:2]:[C;D2:4]:[C;D2:3]$[C;D1:1]-[C;D3:2](-[C;D2:3]-[C;D3:4])-[C;D3:5](=[O:6])-[O;D1:7]>>[C;D2:3](-[C;D3:4])-[Br;D1:8].[C;D1:1]-[C;D3:2](-[C;D3:5](=[O:6])-[O;D2:7]-[C;D2:14]-[C;D1:15])-[C;D3:12](-[O;D2:11]-[C:10]-[C:9])=[O;D1:13]	1	1	8492	CC1Cc2c(cccc2-c2ccccn2)C1=O
[C;D3:1]-[C;D3:8]:1:[N;D3:3](-[C;D2:2]):[C;D3:4](-[C;D3:5]):[N;D2:6]:[N;D2:7]:1>>[C;D3:4](-[C;D3:5])(-[N;D2:6]-[N;D1:7])=[O;D1:9].[C;D3:1]-[C;D3:8](-[N;D2:3]-[C;D2:2])=[S;D1:10]$[C;D3:1]-[C;D3:3](-[N;D2:2])=[S;D1:4]>>[S;D1:4]=[P;D4:14]-1(-[S;D2:13]-[P:11](-[C:10]:2:[C:9]:[C:8]:[C:7](-[O:6]-[C:5]):[C:25]:[C:24]:2)(=[S:12])-[S;D2:23]-1)-[C;D3:15]:3:[C:16]:[C:17]:[C:18](-[O:19]-[C:20]):[C:21]:[C:22]:3.[C;D3:1]-[C;D3:3](-[N;D2:2])=[O;D1:26]	1	1	2553	COC(=O)c1ccc(-c2nc([C@@H]3CCCn4c(C5CC5)nnc43)n3ccnc(NCc4ccc(OC)cc4OC)c23)cc1
[C;D3:1]-[C;D4:2](-[C;D1:3])(-[C;D1:4])-[C;D3:5]:1:[C;D2:6]:[N:7]:[C:8]:[C;D3:9]:1>>[C;D3:1]-[C;D4:2](-[C;D1:3])(-[C;D1:4])-[O;D1:10].[C;D2:5]:1:[C;D2:6]:[N:7]:[C:8]:[C;D3:9]:1$[C;D3:1]-[C;D4:2](-[C;D1:3])(-[C;D1:4])-[O;D1:5]>>[C;D3:1]-[C;D3:2](-[C;D1:3])=[O;D1:5].[C;D1:4]-[Li;D1:6]	1	1	7551	COc1ccc(C(C)(C)c2c[nH]c3cccc(Cl)c23)cc1
[C;D3:1]-[C;D4:2](-[C;D1:3])(-[C;D1:4])-[O;D1:5]>>[C;D1:3]-[Mg;D2:7]-[Br;D1:6].[C;D3:1]-[C;D3:2](-[C;D1:4])=[O;D1:5]$[C;D3:1]:[C;D3:3](:[C;D2:2])-[C;D3:4](-[C;D1:5])=[O;D1:6]>>[C;D3:4](-[C;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D3:1]:[C;D2:3]:[C;D2:2]	1	1	3599	COc1cc2c(cc1C(C)(C)O)CCCC2C
[C;D3:1]-[C;D4:2](-[C;D1:3])(-[C;D1:4])-[O;D1:5]>>[C;D3:1]-[C;D3:2](-[C;D1:3])=[O;D1:5].[C;D1:4]-[Li;D1:6]$[C:1]:[C;D3:2]:[N;D3:3](-[C;D3:4](:[C;D2:5]):[C;D2:6]):[C;D3:7]:[N:8]>>[C;D3:4](:[C;D2:5])(:[C;D2:6])-[B;D3:10](-[O;D1:9])-[O;D1:11].[C:1]:[C;D3:2]:[N;D2:3]:[C;D3:7]:[N:8]	1	1	354	CCCc1nc(CC)n(-c2ccc(C(C)(C)O)cc2)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1
[C;D3:1]-[C;D4:2](-[C;D2:3]#[N:4])(-[C;D2:5]-[C;D2:6])-[C;D2:8]-[C;D2:7]>>[C;D2:5](-[C;D2:6])-[Br;D1:9].[C;D2:7]-[C;D2:8]-[Br;D1:10].[C;D3:1]-[C;D2:2]-[C;D2:3]#[N:4]$[C;D3:1]-[C;D2:2]-[C;D2:3]#[N;D1:4]>>[C;D3:1]-[C;D2:2]-[Br;D1:5].[C;D1:3]#[N;D1:4]	1	1	1226	COc1c(Br)cc(Br)cc1C1(C#N)CCCCC1
[C;D3:1]-[C;D4:2](-[C;D2:3])(-[C;D2:4]-[C;D1:5])-[C;D3:6](:[C;D2:7]):[C;D2:8]>>[C;D3:1]-[C;D3:2](-[C;D2:3])=[C;D2:4]-[C;D1:5].[C;D2:6](:[C;D2:7]):[C;D2:8]$[C;D2:1]:[C;D3:2]:1:[C;D3:3](:[C;D2:4]):[C;D2:5]:[C;D3:6](-[C;D3:7](=[O:8])-[O:9]):[O;D2:10]:1>>[C;D2:6](-[C;D3:7](=[O:8])-[O:9])-[Br;D1:11].[C;D2:1]:[C;D3:2](:[C;D3:3](:[C;D2:4])-[C;D2:5]=[O;D1:12])-[O;D1:10]	1	1	1557	CCOC(=O)c1cc2ccc(C(CC)(CC)c3ccc(O)c(C)c3)cc2o1
[C;D3:1]-[C;D4:2](-[N;D2:3]=[N;D2+:4])(-[C;D2:5])-[C;D2:6]>>[C;D3:1]-[C;D4:2](-[C;D2:5])(-[C;D2:6])-[O;D1:7].[N;D1-:3]=[N;D2+:4]$[C;D2:1]:[C;D3:2](-[C;D4:3](-[O;D1:4])(-[C;D2:5])-[C;D2:6]):[C;D2:7]>>[C;D2:1]:[C;D3:2](:[C;D2:7])-[Br;D1:8].[C;D3:3](=[O;D1:4])(-[C;D2:5])-[C;D2:6]	1	1	7219	CC(C)c1cccc(C2(N=[N+]=[N-])CCCCC2)c1
[C;D3:1]-[C;D4:2](-[O;D1:3])(-[C;D3:4])-[C;D4:5](-[F;D1:6])(-[F;D1:7])-[F;D1:8]>>[C;D4:5](-[F;D1:6])(-[F;D1:7])(-[F;D1:8])-[Si;D4:10](-[C;D1:9])(-[C;D1:11])-[C;D1:12].[C;D3:1]-[C;D3:2](=[O;D1:3])-[C;D3:4]$[C;D1:1]-[C;D3:2](-[C;D3:3](=[O:4])-[C:5])-[C;D3:6]>>[C;D1:1]-[I;D1:7].[C;D2:2](-[C;D3:3](=[O:4])-[C:5])-[C;D3:6]	1	1	5795	CC(c1ccc(Br)cc1Cl)C(O)(c1cc2c(cc1F)OCC(=O)N2C)C(F)(F)F
[C;D3:1]-[C;D4:2](-[O;D2:3]-[C;D2:4])(-[C;D3:5])-[C;D3:6]>>[C;D3:1]-[C;D4:2](-[C;D3:5])(-[C;D3:6])-[Cl;D1:7].[O;D1:3]-[C;D2:4]$[C;D2:1]-[N;D2:2]-[C;D3:3]:1:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1>>[C;D3:3]:1(:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[Cl;D1:9].[C;D2:1]-[N;D1:2]	1	1	9386	COc1ccc(C(OC[C@H](O)CNc2c3ccccc3nc3ccccc23)(c2ccccc2)c2ccc(OC)cc2)cc1
[C;D3:1]-[C;D4:2]-1(-[C;D1:3])-[O;D2:4]-[C;D2:5]-[C;D2:6]-[O;D2:7]-1>>[C;D2:5](-[C;D2:6]-[O;D1:7])-[O;D1:8].[C;D3:1]-[C;D3:2](-[C;D1:3])=[O;D1:4]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D1:5])-[O;D2:6]-[C;D3:7]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D1:5])-[Br;D1:8].[O;D1:6]-[C;D3:7]	1	1	3858	CCOC(=O)C(C)Oc1c(C2(C)OCCO2)cc(Cl)c(F)c1I
[C;D3:1]-[C;D4:2]-1(-[C;D2:3])-[C;D2:4]-[C;D3:5](-[O;D1:6])=[C;D2:7]-[C;D3:8](=[O;D1:9])-[O;D2:10]-1>>[C;D1:4]-[C;D3:5](=[O;D1:6])-[C;D2:7]-[C;D3:8](=[O;D1:9])-[O;D2:12]-[C;D1:11].[C;D3:1]-[C;D3:2](-[C;D2:3])=[O;D1:10]$[C;D4:1]-[Si;D4:2](-[C;D1:3])(-[C;D1:4])-[O;D2:5]-[C;D2:6]>>[C;D4:1]-[Si;D4:2](-[C;D1:3])(-[C;D1:4])-[Cl;D1:7].[O;D1:5]-[C;D2:6]	1	1	6431	CC(C)(C)[Si](C)(C)OCCOc1ccc(C2(CCc3ccccc3)CC(O)=CC(=O)O2)cc1
[C;D3:1]-[C;D4:2]-1(-[C;D3:3])-[O;D2:4]-[C;D2:5]-[C;D2:6]-[O;D2:7]-1>>[C;D2:5](-[C;D2:6]-[O;D1:7])-[O;D1:8].[C;D3:1]-[C;D3:2](-[C;D3:3])=[O;D1:4]$[O;D2:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[O;D1:7].[O;D2:1]-[N;D2:2]-[C;D1:3]	1	1	900	CON(C)C(=O)[C@H]1CC[C@@H](C2(c3ccc(Cl)cc3)OCCO2)CC1
[C;D3:1]-[C;D4:3](-[C;D2:2])(-[C;D1:4])-[F;D1:5]>>[F;D1:5]-[S;D4:11](-[N;D3:8](-[C:7]-[C:6])-[C:9]-[C:10])(-[F;D1:12])-[F;D1:13].[C;D3:1]-[C;D4:3](-[C;D2:2])(-[C;D1:4])-[O;D1:14]$[C;D3:1]-[C;D4:3](-[C;D2:2])(-[C;D1:4])-[O;D1:5]>>[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:5].[C;D1:4]-[Li;D1:6]	1	1	5947	CC(C)(C)OC(=O)NC1CCCC1(C)F
[C;D3:1]-[C;D4:3](-[C;D2:2])(-[O;D1:4])-[C;D3:5](:[C;D2:6]):[C;D2:7]>>[C;D3:5](:[C;D2:6])(:[C;D2:7])-[Mg;D2:9]-[Br;D1:8].[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:4]$[C;D3:1]-[C;D3:3](-[C;D2:2])=[O;D1:4]>>[C;D3:1]-[C;D3:3](-[C;D2:2])-[O;D1:4]	1	1	4111	CC(C)S(=O)(=O)NC1CCCC1(O)c1ccc(F)cc1
[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D2:2]-[C;D2:7]-[C;D3:6]:1:[C:5]:[C:4]:[C:3]:[C:9]:[C:8]:1$[C;D2:1]:[C;D3:2](-[N;D2:3]-[C;D2:4]):[C;D3:5]>>[C;D2:1]:[C;D3:2](:[C;D3:5])-[Br;D1:6].[N;D1:3]-[C;D2:4]	1	1	7217	CC(C)(C)OC(=O)C1(Cc2ccc(F)c(N)c2)CC1
[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D2:2]-[C;D3:4](-[C;D1:3])=[O;D1:5]$[C:1]#[C:2]-[C;D2:3]-[N;D3:4]:1:[C;D3:5](=[O;D1:6]):[N;D2:7]:[C;D3:8](=[O;D1:9]):[N;D3:10](-[C;D3:11]):[C;D3:12]:1=[O;D1:13]>>[C;D2:5](=[O;D1:6])=[N;D2:7]-[C;D3:8](=[O;D1:9])-[Cl;D1:14].[C:1]#[C:2]-[C;D2:3]-[N;D2:4]-[C;D3:12](-[N;D2:10]-[C;D3:11])=[O;D1:13]	1	1	5224	C#CCn1c(=O)[nH]c(=O)n(-c2cc(N)c(F)cc2Cl)c1=O
