Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D2:1]-[O;D2:2]-[C;D3:3](=[O;D1:4])-[O;D2:5]>>[C;D3:3](=[O;D1:4])(-[O;D2:5])-[Cl;D1:6].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D2:2]=[O;D1:3]	1	1	5959	CC(C)(C)[Si](C)(C)Oc1ccccc1COC(=O)Oc1ccc([N+](=O)[O-])cc1
[C;D2:1]-[O;D2:2]-[C;D3:3](=[O;D1:4])-[O;D2:5]>>[C;D3:3](=[O;D1:4])(-[O;D2:5])-[O;D2:13]-[C;D3:12]:1:[C:11]:[C:10]:[C:9](-[N+:7](=[O:6])-[O-:8]):[C:15]:[C:14]:1.[C;D2:1]-[O;D1:2]$[C;D3:1](-[C;D2:2]-[O;D1:3]):[C:4]:[N:5]>>[C;D3:1](-[C;D3:2](-[O;D2:3]-[C;D1:6])=[O;D1:7]):[C:4]:[N:5]	1	1	7550	Cc1ccc(COC(=O)Oc2ccc([N+](=O)[O-])cc2)cn1
[C;D2:1]-[O;D2:2]-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[C:7]:[C;D2:8]:1>>[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[C:7]:[C;D2:8]:1)-[O;D1:9].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D2:9]-[C;D3:8]:1:[C:7]:[C:6]:[C:5](-[O:4]-[C:3]):[C:11]:[C:10]:1	1	1	9454	N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(F)cc3Cl)C[C@H]2COc2ccncc2)CC1
[C;D2:1]-[O;D2:2]-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1>>[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[Cl;D1:9].[C;D2:1]-[O;D1:2]$[C:1]:1:[N:2]:[C:3]:[C;D3:4]:[C;D3:5](-[Cl;D1:6]):[C;D2:7]:1>>[Cl;D1:6]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:1:[N:2]:[C:3]:[C;D3:4]:[C;D3:5](:[C;D2:7]:1)-[O;D1:12]	1	1	8308	COCCOc1cc(C)nc2c1ccc1cccnc12
[C;D2:1]-[O;D2:2]-[C;D3:3]:1:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D2:8]:1>>[C;D3:3]:1(:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D2:8]:1)-[Cl;D1:9].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D2:3]-[C;D1:4])=[O;D1:5]	1	1	8188	CC(COc1ccnc(Cl)c1C(F)(F)F)c1c(F)cccc1Cl
[C;D2:1]-[O;D2:2]-[C;D3:3]:1:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1>>[C;D3:3]:1(:[C;D3:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[Cl;D1:9].[C;D2:1]-[O;D1:2]$[C;D3:1]:1:[C;D3:2](-[Cl;D1:3]):[C;D3:4]:[C:5]:[N:6]:[C:7]:1>>[Cl;D1:3]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C;D3:1]:1:[C;D3:2](:[C;D3:4]:[C:5]:[N:6]:[C:7]:1)=[O;D1:12]	1	1	4726	CCOc1c(C#N)cnc2ccc(I)cc12
[C;D2:1]-[O;D2:2]-[C;D3:3]:1:[N;D2:4]:[C:5]:[C:6]:[C:7]:[N;D2:8]:1>>[C;D3:3]:1(:[N;D2:4]:[C:5]:[C:6]:[C:7]:[N;D2:8]:1)-[Cl;D1:9].[C;D2:1]-[O;D1:2]$[C;D3:1]:1:[C:2]:[N:3]:[C:4]:[N;D2:5]:[C;D3:6]:1-[O;D2:7]-[C;D2:8]>>[C;D3:1]:1:[C:2]:[N:3]:[C:4]:[N;D2:5]:[C;D3:6]:1-[Cl;D1:9].[O;D1:7]-[C;D2:8]	1	1	4259	Cc1ccc(-c2c(N)ncnc2OCCOc2ncc(Br)cn2)cc1
[C;D2:1]-[O;D2:2]-[C;D3:3]:1:[N;D2:4]:[C:5]:[C:6]:[C:7]:[N;D3:10]:1:[C:9]:[C:8]>>[C;D3:3]:1(:[N;D2:4]:[C:5]:[C:6]:[C:7]:[N;D3:10]:1:[C:9]:[C:8])-[Cl;D1:11].[C;D2:1]-[O;D1:2]$[C:1](:[C:2]):[N;D2:7]:[C;D3:4](:[C;D2:3])-[N;D2:5]-[C;D2:6]>>[C:1](:[C:2]):[N;D2:7]:[C;D3:4](:[C;D2:3])-[Cl;D1:8].[N;D1:5]-[C;D2:6]	1	1	9586	Nc1nc(NCCOc2nc(-c3ccc(Cl)cc3Cl)cc3nccn23)ccc1[N+](=O)[O-]
[C;D2:1]-[O;D2:2]-[C;D4:3](-[C;D3:4])(-[C;D3:5])-[C;D3:6]>>[C;D4:3](-[C;D3:4])(-[C;D3:5])(-[C;D3:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[S;D2:3]-[C;D2:4]>>[C;D2:1]-[C;D2:2]-[Br;D1:5].[S;D1:3]-[C;D2:4]	1	1	99	CCCCCCCCCCCCCCCCSCC(O)COC(c1ccccc1)(c1ccccc1)c1ccccc1
[C;D2:1]-[O;D2:2]-[C;D4:3](-[C;D3:4])(-[C;D3:5])-[C;D3:6]>>[C;D4:3](-[C;D3:4])(-[C;D3:5])(-[C;D3:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D3:2](-[O;D1:3])-[C;D2:4]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[C;D2:4]	1	1	3444	OC1CCC(CCOC(c2ccccc2)(c2ccccc2)c2ccccc2)CC1
[C;D2:1]-[O;D2:2]-[C;D4:3](-[C;D3:4])(-[C;D3:5])-[C;D3:6]>>[C;D4:3](-[C;D3:4])(-[C;D3:5])(-[C;D3:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	1	1	9282	CCOC(=O)CC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)n1ccc(=O)[nH]c1=O
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C:1]-[C:2](-[C:3])(-[C:4])-[O:5]-[C;D3:6](=[O:7])-[N;D2:8]-[C;D3:9]-[C;D2:10]-[O;D1:11]>>[C:1]-[C:2](-[C:3])(-[C:4])-[O:5]-[C;D3:6](=[O:7])-[N;D3:8]-1-[C;D3:9]-[C;D2:10]-[O;D2:11]-[C;D4:13]-1(-[C;D1:12])-[C;D1:14]	1	1	242	CC(C)(C)OC(=O)N[C@H](COS(C)(=O)=O)CC1(F)CCCCC1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:5]-[C;D3:6]>>[C;D2:5](-[C;D3:6])-[Br;D1:7].[C:1]-[C;D3:2](=[O:3])-[O;D1:4]	1	1	211	Cc1cc(-c2ccc(C(=O)OCc3ccccc3)cc2)cc(C)c1OCCOS(C)(=O)=O
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]>>[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]	1	1	8730	Cc1nc(COS(C)(=O)=O)ccc1[N+](=O)[O-]
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[S:5]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:8]-[C;D2:7]-[C:6]):[S:5]	1	1	6279	CC(C)(C)OC(=O)N1CCc2sc(COS(C)(=O)=O)cc2C1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[C;D2:3]-[O;D1:4]>>[O;D1:4]-[O;D1:5].[C;D2:1]-[C;D2:2]=[C;D1:3]	1	1	2449	CCOC(=O)c1cccc(OCc2ccccc2)c1CCCOS(C)(=O)=O
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]	1	1	8485	CC(C)C(=O)O[C@H]1[C@H](C)OC(=O)[C@@H](NC(=O)OC(C)(C)C)COC(=O)[C@@H]1CCOS(C)(=O)=O
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](-[O;D2:3]-[C;D2:5]-[C;D1:4])=[O;D1:6]	1	1	5885	CC(C)(C)OC(=O)N1CCc2c(n(CCOS(C)(=O)=O)c3ccccc23)CC1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:5]-[C;D1:4]	1	1	2486	CCc1nn2c(C)cc(C)nc2c1Cc1ccc(OCCOS(C)(=O)=O)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D2:9]-[C;D3:8]:1:[C:7]:[C:6]:[C:5](-[O:4]-[C:3]):[C:11]:[C:10]:1	1	1	3521	Cc1onc(COS(C)(=O)=O)c1-c1ccccc1C(=O)c1ccc(Cl)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D4:7](-[C;D3:6]:1:[C:5]:[C:4]:[C:3]:[C:21]:[C:20]:1)(-[C;D3:8]:2:[C:9]:[C:10]:[C:11]:[C:12]:[C:13]:2)-[C;D3:14]:3:[C:15]:[C:16]:[C:17]:[C:18]:[C:19]:3	1	1	99	CCCCCCCCCCCCCCCCSCC(COS(C)(=O)=O)OC
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D4:2](-[O;D2:3]-[Si;D2:8]-[C;D4:5](-[C:4])(-[C:6])-[C:7])(-[C;D1:9])-[C;D1:10]	1	1	6764	CC1(c2cc(COS(C)(=O)=O)ccn2)OCCO1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[N;D2:2]-[C;D3:3]:1:[N;D2:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1>>[C;D3:3]:1(:[N;D2:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[Cl;D1:9].[C;D3:1]-[N;D1:2]	1	1	226	CC(C)(C)[C@@H](COS(C)(=O)=O)Nc1nc(Cl)ncc1F
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[N;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6])-[Cl;D1:7].[C;D3:1]-[N;D1:2]	1	1	4302	C[C@@H](COS(C)(=O)=O)NS(=O)(=O)c1ccccc1[N+](=O)[O-]
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D3:4](=[O;D1:5])(-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[C;D3:1]-[N;D2:2]-[C;D2:3]	1	1	3289	C[C@H](COS(C)(=O)=O)N(Cc1ccccc1NC(=O)c1ccc(N2CCCC2)cc1Cl)C(=O)OC(C)(C)C
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[O;D2:2]-[C;D2:3]-[C;D2:4]-[O;D1:5]>>[C;D2:3](-[C;D2:4]-[O;D2:5]-[Si;D4:10](-[C;D4:7](-[C:6])(-[C:8])-[C:9])(-[C;D1:11])-[C;D1:12])-[Br;D1:13].[C;D3:1]-[O;D1:2]	1	1	607	COc1ccc(-c2nc(OC)oc2-c2ccc(OCCOS(C)(=O)=O)cc2)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D3:1]-[O;D2:2]-[C;D3:3](-[C;D2:4]-[O;D1:5])-[C;D2:6]>>[O;D1:5]-[O;D2:9]-[C;D3:8](=[O:7])-[C:10]:1:[C:11]:[C:12]:[C:13]:[C:14](-[Cl:15]):[C:16]:1.[C;D3:1]-[O;D1:2].[C;D2:3](=[C;D1:4])-[C;D2:6]	1	1	1032	Cc1cc2c(c3ccc(=O)[nH]c13)OC(COS(C)(=O)=O)C2
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D4:1]-[C;D2:2]-[O;D1:3]>>[C;D4:1]-[C;D2:2]=[O;D1:3]	1	1	1549	CC(C)(C)[Si](C)(C)OC[C@H]1C[C@]1(COS(C)(=O)=O)c1ccccn1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[N:1]:[C:2]:[C;D3:3]-[C;D2:4]-[O;D1:5]>>[N:1]:[C:2]:[C;D3:3]-[C;D3:4](=[O;D1:5])-[O;D2:8]-[C;D2:7]-[C:6]	1	1	885	CC(C)(C)OC(=O)Nc1ccc(COS(C)(=O)=O)cn1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[N:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[C:5]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:7]-[C;D1:6]):[C:5]	1	1	8568	COc1ccc(Cn2nc(COS(C)(=O)=O)cc(Br)c2=O)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[N:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[C:5]>>[N:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:8]-[C;D2:7]-[C:6]):[C:5]	1	1	3938	CCS(=O)(=O)CCCn1c(COS(C)(=O)=O)cc2cc(Cl)ccc21
[C;D2:1]-[O;D2:2]-[S;D4:3](-[C;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[C;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[N:1]:[C;D3:2](-[C;D3:3]-1=[N;D2:4]-[C;D2:5]-[C;D4:6]-[S;D2:7]-1):[C:8]>>[N:1]:[C;D3:2](-[C;D3:3](-[N;D2:4]-[C;D2:5]-[C;D4:6]-[S;D2:7]-[C;D2:10]-[C;D3:11]:1:[C:12]:[C:13]:[C:14]:[C:15]:[C:16]:1)=[O;D1:9]):[C:8]	1	1	1663	CN(c1cccc2cc(C3=NCC(C)(CCOS(C)(=O)=O)S3)[nH]c12)S(=O)(=O)c1cccs1
[C;D2:1]-[O;D2:2]-[S;D4:3](-[N;D1:4])(=[O;D1:5])=[O;D1:6]>>[S;D4:3](-[N;D1:4])(=[O;D1:5])(=[O;D1:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D1:8])-[C;D1:9]	1	1	5958	CC(=O)O[C@H]1C[C@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@H]1COS(N)(=O)=O
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D2:6]>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D2:6])-[Cl;D1:7].[C;D2:1]-[O;D1:2]$[C;D1:1]-[C;D2:2]-[O;D2:3]-[C;D3:4](=[O:5])-[C:6]>>[C;D1:1]-[C;D2:2]-[I;D1:7].[O;D1:3]-[C;D3:4](=[O:5])-[C:6]	1	1	9868	CCOC(=O)C(C)(C)COS(=O)(=O)CCCNC(C)=O
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](-[O;D1:3])=[O;D1:4]	1	1	7903	CNS(=O)(=O)CCCCCOS(=O)(=O)c1ccc(C)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](-[O;D2:3]-[C;D1:4])=[O;D1:5]	1	1	4598	Cc1ccc(CCCOS(=O)(=O)c2ccc(C)cc2)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:5]-[C;D1:4]	1	1	8613	CC(C)=CCCC(C)=CCCC(C)=CCCCOS(=O)(=O)c1ccc(C)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D2:1]-[C;D2:2]-[O;D1:3]>>[C;D2:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	1	1	5290	COc1cccc(CCOS(=O)(=O)c2ccc(C)cc2)n1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D3:8]:1:[C:9]:[C:10]:[C:11]:[C:12]:[C:13]:1)-[C;D3:14]:2:[C:15]:[C:16]:[C:17]:[C:18]:[C:19]:2	1	1	4051	C=C1CC[C@H]2[C@H](OC(C)=O)[C@@H]([C@@]3(C)CC[C@H](OC(C)=O)C[C@@H]3CCOS(=O)(=O)c3ccc(C)cc3)CC[C@]12C
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D2:6]-[C;D2:5]-[C:4]	1	1	948	CON=C1CN(C(=O)OCc2ccccc2)CC1COS(=O)(=O)c1ccc(C)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[O;D2:21]-[S;D4:18](-[C:17]:2:[C:16]:[C:15]:[C:14](-[C:13]):[C:23]:[C:22]:2)(=[O:19])=[O:20].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[Si;D4:7](-[C;D4:4](-[C:3])(-[C:5])-[C:6])(-[C;D3:8]:1:[C:9]:[C:10]:[C:11]:[C:12]:[C:13]:1)-[C;D3:14]:2:[C:15]:[C:16]:[C:17]:[C:18]:[C:19]:2	1	1	4944	CCCn1c(CCOS(=O)(=O)c2ccc(C)cc2)cn(Cc2ccc(C)cc2)c1=O
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C:7]:[C:8]:[C:9](-[C:10]):[C:11]:[C:12]:1)-[O;D2:21]-[S;D4:18](-[C:17]:2:[C:16]:[C:15]:[C:14](-[C:13]):[C:23]:[C:22]:2)(=[O:19])=[O:20].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D2:2]=[O;D1:3]	1	1	7942	C=C(C)C(=O)Oc1ccc(COS(=O)(=O)c2ccc(C)cc2)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C;D2:7]:[C;D2:8]:[C;D3:9](-[C;D1:10]):[C;D2:11]:[C;D2:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C;D2:7]:[C;D2:8]:[C;D2:12]:[C;D2:11]:[C;D3:9]:1-[C;D1:10])-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D2:7]-[C;D3:6]:1:[C:5]:[C:4]:[C:3]:[C:9]:[C:8]:1	1	1	125	COCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)c1ccc(C)cc1
[C;D2:1]-[O;D2:2]-[S;D4:3](=[O;D1:4])(=[O;D1:5])-[C;D3:6]:1:[C;D2:7]:[C;D2:8]:[C;D3:9](-[C;D1:10]):[C;D2:11]:[C;D2:12]:1>>[S;D4:3](=[O;D1:4])(=[O;D1:5])(-[C;D3:6]:1:[C;D3:9](:[C;D2:8]:[C;D2:7]:[C;D2:11]:[C;D2:12]:1)-[C;D1:10])-[Cl;D1:13].[C;D2:1]-[O;D1:2]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](=[O;D1:3])-[O;D2:5]-[C;D1:4]	1	1	4851	COc1cccc(C2C(COS(=O)(=O)c3ccc(C)cc3)CC(=O)N2c2ccccc2)c1
