Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C:1]:[C:2]:1:[N;D2:3]:[C;D3:4](-[N;D1:5]):[C;D2:6]:[C:7]:[N:8]:1>>[C:1]:[C:2]:1:[N;D2:3]:[C;D3:4](:[C;D2:6]:[C:7]:[N:8]:1)-[Cl;D1:9].[N;D0:5]$[N:1]:[C:2]:[C;D3:3](-[N;D2:4]-[C;D3:5](=[O;D1:6])-[C;D3:7]:1:[C:8](:[N:9]):[N:10]:[N:11]:[C:12]:1):[S:13]>>[C;D3:5](=[O;D1:6])(-[C;D3:7]:1:[C:8](:[N:9]):[N:10]:[N:11]:[C:12]:1)-[Cl;D1:14].[N:1]:[C:2]:[C;D3:3](-[N;D1:4]):[S:13]$[N:1]:[C:2]:[C;D3:3](-[N;D1:4]):[S:5]>>[N:1]:[C:2]:[C;D3:3](-[N;D2:4]-[C;D3:11](-[O;D2:10]-[C:7](-[C:6])(-[C:8])-[C:9])=[O;D1:12]):[S:5]$[C:1]:1:[N:2]:[C;D3:3]:[C;D3:4](-[N;D2:5]-[C;D3:6](=[O;D1:7])-[O;D2:8]-[C;D4:9](-[C:10])(-[C:11])-[C:12]):[S;D2:13]:1>>[C:1]:1:[N:2]:[C;D3:3]:[C;D3:4](-[C;D3:6](=[O;D1:7])-[O;D1:14]):[S;D2:13]:1.[N;D2:5](=[N;D2+:16]=[N;D1-:15])-[P;D4:17](=[O;D1:18])(-[C;D3:19]:1:[C:20]:[C:21]:[C:22]:[C:23]:[C:24]:1)-[C;D3:25]:2:[C:26]:[C:27]:[C:28]:[C:29]:[C:30]:2.[O;D1:8]-[C;D4:9](-[C:10])(-[C:11])-[C:12]	1	1	150	Cc1nc(-c2ccccc2C)c(NC(=O)c2cnn3ccc(N)nc23)s1
[C:1]:[C:2]:1:[N;D2:3]:[N;D3:4]:2:[C;D3:5](-[C;D3:6]):[C;D2:7]:[C;D3:8](=[O;D1:9]):[N;D2:10]:[C;D3:11]:2:[C;D3:12]:1>>[C;D3:5](-[C;D3:6])(-[C;D3:7]-1-[C;D3:8](=[O;D1:9])-[O;D2:20]-[C;D4:14](-[C:13])(-[C:15])-[O;D2:16]-[C;D3:17]-1=[O;D1:18])=[O;D1:19].[C:1]:[C:2]:1:[N;D2:3]:[N;D2:4]:[C;D3:11](-[N;D1:10]):[C;D3:12]:1$[C;D3:1]:[C;D3:2]:1:[C;D3:3](:[C;D2:4]):[N;D2:5]:[N;D2:6]:[C;D3:7]:1-[N;D1:8]>>[C;D3:1]:[C;D3:2](:[C;D3:3](:[C;D2:4])-[F;D1:9])-[C;D2:7]#[N;D1:8].[N;D1:5]-[N;D1:6]$[C;D3:1]-[C;D2:2]#[N;D1:3]>>[C;D3:1]-[C;D2:2]=[O;D1:4].[N;D0:3]$[C;D3:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[C;D3:5]>>[C;D2:3](=[O;D1:4])-[N;D3:7](-[C;D1:6])-[C;D1:8].[C;D3:1]:[C;D2:2]:[C;D3:5]	1	1	1082	Cc1cc(Br)c2c(c1)nn1c(C3CCN(C(=O)OC(C)(C)C)CC3)cc(=O)[nH]c21
[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[N;D3:5](-[C;D2:6])-[C;D2:7]):[C;D3:8]>>[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:8])-[Cl;D1:9].[N;D2:5](-[C;D2:6])-[C;D2:7]$[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[Cl;D1:5]):[C;D3:6]>>[Cl;D1:5]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D3:6])=[O;D1:11]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[C;D2:6]):[N;D2:7]:[C;D3:8](=[O;D1:9]):[C;D3:10](-[C;D2:11]#[N:12]):[C;D2:13]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D3:5](-[C;D2:6])=[O;D1:17])=[C;D2:13]-[N;D3:15](-[C;D1:14])-[C;D1:16].[N;D1:7]-[C;D3:8](=[O;D1:9])-[C;D2:10]-[C;D2:11]#[N:12]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[C;D2:5]-[N;D3:6])-[C;D3:7](=[O:8])-[C:9]>>[C;D3:5](-[N;D3:6])(-[O;D2:11]-[C;D1:10])-[O;D2:12]-[C;D1:13].[O:1]-[C;D3:2](=[O:3])-[C;D2:4]-[C;D3:7](=[O:8])-[C:9]	1	1	925	CCOC(=O)c1cc(C#N)c(N2CC(C(=O)O)C2)nc1CC
[C:1]:[C:2]:[N;D2:3]:[C;D3:4](-[O;D2:5]-[C;D3:6]):[C;D2:7]>>[C:1]:[C:2]:[N;D2:3]:[C;D3:4](:[C;D2:7])-[Cl;D1:8].[O;D1:5]-[C;D3:6]$[C;D3:1]:1:[C;D2:2]:[C;D2:3]:[C;D3:4](-[O;D1:5]):[C;D2:6]:[C;D3:7]:1>>[C;D3:1]:1:[C;D2:2]:[C;D3:4](:[C;D2:3]:[C;D2:6]:[C;D3:7]:1)-[O;D2:5]-[C;D1:8]$[C;D3:1]-[C;D2:2]-[O;D1:3]>>[C;D3:1]-[C;D3:2](-[O;D2:3]-[C;D1:4])=[O;D1:5]$[O:1]-[C:2](=[O:3])-[C;D3:4]-[C;D2:6]-[C;D3:5]>>[O:1]-[C:2](=[O:3])-[C;D3:4]-[C;D3:6](-[C;D3:5])=[O;D1:7]	1	1	2552	NC(=O)c1ccc(Oc2ccc3c(c2)CC(CO)C3)nc1
[C:1]:[C:4]:1:[C:3](:[C:2]):[N;D2:8]:[C;D3:6](:[S;D2:5]:1)-[Cl;D1:7]>>[C:1]:[C:4]:1:[C:3](:[C:2]):[N;D2:8]:[C;D3:6](:[S;D2:5]:1)-[N;D1:9].[Cl;D0:7]$[C:1]:1:[N;D2:2]:[C;D3:3]:2:[C;D3:4](:[S;D2:5]:1):[C;D3:6](=[O;D1:7]):[N;D2:8]:[N;D2:9]:[C;D2:10]:2>>[C:1]:1:[N;D2:2]:[C;D3:3](:[C;D3:4](:[S;D2:5]:1)-[C;D3:6](=[O;D1:7])-[O;D2:12]-[C;D1:11])-[C;D2:10]=[O;D1:13].[N;D1:8]-[N;D1:9]$[C:1](:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]):[S:6]>>[C:1](:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]):[S:6]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D1:3]	1	1	1426	O=c1[nH]ncc2nc(Cl)sc12
[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D2:2])-[F;D1:4]>>[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D2:2])-[N;D1:7].[F;D0:4]$[C:1]:[C;D3:2](-[N;D1:3]):[N:4]>>[C:1]:[C;D3:2](-[N;D2:3]-[C;D4:6](-[C;D1:5])(-[C;D1:7])-[C;D1:8]):[N:4]$[C:1]:[C;D2:7]:[N;D2:6]:[C;D3:3](:[C;D2:2])-[N;D2:4]-[C;D4:5]>>[N;D1:4]-[C;D4:5].[C:1]:[C;D2:7]:[N;D3+:6](:[C;D2:3]:[C;D2:2])-[O;D1-:8]$[C:1]:[C;D2:6]:[N;D3+:4](:[C;D2:3]:[C:2])-[O;D1-:5]>>[O;D1:5]-[O;D2:9]-[C;D3:8](=[O:7])-[C:10]:1:[C:11]:[C:12]:[C:13]:[C:14](-[Cl:15]):[C:16]:1.[C:1]:[C;D2:6]:[N;D2:4]:[C;D2:3]:[C:2]	1	1	576	COC(=O)C1CCC2CCc3cnc(F)cc3C(=O)N2C1
[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D3:2])-[Cl;D1:4]>>[Cl;D1:4]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D3:2])=[O;D1:11]$[C;D3:1]-[C;D3:2]:1:[C;D3:3](-[C;D3:4]):[N;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](-[C;D2:9]#[N:10]):[C;D2:11]:1>>[C;D3:1]-[C;D3:2](-[C;D3:3](-[C;D3:4])=[O;D1:15])=[C;D2:11]-[N;D3:13](-[C;D1:12])-[C;D1:14].[N;D1:5]-[C;D3:6](=[O;D1:7])-[C;D2:8]-[C;D2:9]#[N:10]$[C;D3:1]-[C;D3:2](=[C;D2:3]-[N;D3:4])-[C;D3:5](=[O:6])-[C:7]>>[C;D3:3](-[N;D3:4])(-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[C;D3:1]-[C;D2:2]-[C;D3:5](=[O:6])-[C:7]$[C;D3:1]-[C;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:1]-[C;D2:2]-[Br;D1:6].[O;D2:4](-[C;D2:8]-[C;D1:7])-[C;D2:9]-[C;D1:10].[C;D2:3](-[C;D3:5])#[N;D1:11]	1	1	552	Cc1ccc(-c2cc(C#N)c(Cl)nc2-c2ccc(Cl)cc2Cl)cc1
[C:1]:[C:7]:[N;D2:6]:[C;D3:3](:[C;D3:2])-[O;D2:4]-[C;D3:5]>>[C:1]:[C:7]:[N;D2:6]:[C;D3:3](:[C;D3:2])-[Cl;D1:8].[O;D1:4]-[C;D3:5]$[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D3:2])-[Cl;D1:4]>>[Cl;D1:4]-[P;D4:8](=[O;D1:7])(-[Cl;D1:9])-[Cl;D1:10].[C:1]:[C:6]:[N;D2:5]:[C;D3:3](:[C;D3:2])=[O;D1:11]$[C;D3:1]-[C;D3:2]:1:[C;D3:3](-[C;D3:4]):[N;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](-[C;D2:9]#[N:10]):[C;D2:11]:1>>[C;D3:1]-[C;D3:2](-[C;D3:3](-[C;D3:4])=[O;D1:15])=[C;D2:11]-[N;D3:13](-[C;D1:12])-[C;D1:14].[N;D1:5]-[C;D3:6](=[O;D1:7])-[C;D2:8]-[C;D2:9]#[N:10]$[C;D3:1]-[C;D3:2](=[C;D2:3]-[N;D3:4])-[C;D3:5](=[O:6])-[C:7]>>[C;D3:3](-[N;D3:4])(-[O;D2:9]-[C;D1:8])-[O;D2:10]-[C;D1:11].[C;D3:1]-[C;D2:2]-[C;D3:5](=[O:6])-[C:7]	1	1	552	Cc1ccc(-c2cc(C#N)c(OC(C)c3ccc(F)cc3)nc2-c2ccc(Cl)cc2Cl)cc1
[C:1]:[C:8](:[N;D2:7]:[C;D3:3](:[C;D2:2])-[C;D3:4](:[C;D2:5]):[C;D2:6]):[C:9]>>[C:1]:[C:8](:[N;D2:7]:[C;D3:3](:[C;D2:2])-[Cl;D1:10]):[C:9].[C;D3:4](:[C;D2:5])(:[C;D2:6])-[B;D3:12](-[O;D1:11])-[O;D1:13]$[C:1]:[C:6](:[N;D2:5]:[C;D3:3](:[C;D2:2])-[Cl;D1:4]):[C:7]>>[Cl;D1:4]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:[C:6](:[N;D2:5]:[C;D3:3](:[C;D2:2])=[O;D1:12]):[C:7]$[C:1]:[C;D3:6](:[N;D2:5]:[C;D3:3](:[C;D2:2])=[O;D1:4]):[C:7]>>[O;D1:4]=[C;D3:11](-[O;D2:10]-[C:9](=[O:8])-[C:16](-[F:17])(-[F:18])-[F:19])-[C;D4:12](-[F:13])(-[F:14])-[F:15].[C:1]:[C;D3:6](:[N;D3+:5](:[C;D2:3]:[C;D2:2])-[O;D1-:20]):[C:7]$[C:1]:[C;D3:6](:[N;D3+:4](:[C;D2:3]:[C:2])-[O;D1-:5]):[C:7]>>[O;D1:5]-[O;D2:10]-[C;D3:9](=[O:8])-[C:11]:1:[C:12]:[C:13]:[C:14]:[C:15](-[Cl:16]):[C:17]:1.[C:1]:[C;D3:6](:[N;D2:4]:[C;D2:3]:[C:2]):[C:7]	1	1	1916	CC(C)Cc1cccc2nc(-c3cc(Cl)cc(Cl)c3)ccc12
[C:1]:[C;D3:2](-[C;D2:3]#[N;D1:4]):[N:5]>>[C:1]:[C;D3:2](-[C;D2:3]=[N;D2:4]-[O;D1:6]):[N:5]$[C:1]:[C;D3:2](-[C;D2:3]=[N;D2:4]-[O;D1:5]):[N:6]>>[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:7]):[N:6].[N;D1:4]-[O;D1:5]$[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]>>[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:6]-1-[C;D2:5]-[C:4]-[C:3]-[C:8]-[O;D2:7]-1	1	1	7139	COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(C#N)nn12
[C:1]:[C;D3:2](-[C;D2:3]-[Br;D1:4]):[N:5]>>[Br;D1:4]-[P;D3:7](-[Br;D1:6])-[Br;D1:8].[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:9]):[N:5]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]>>[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]$[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]>>[O;D2:4]-1-[C;D2:7]-[C;D2:6]-[O:10]-[C;D2:9]-[C;D2:8]-1.[C:1]:[C;D3:2](-[C;D1:3]):[N:5]$[C;D3:1]:[C;D3:3](:[C;D3:2])-[C;D3:4](:[C;D2:5]):[N;D2:8]:[C:7]:[C:6]>>[C;D3:4](:[C;D2:5])(:[N;D2:8]:[C:7]:[C:6])-[Br;D1:9].[C;D3:1]:[C;D3:3](:[C;D3:2])-[B;D3:11](-[O;D1:10])-[O;D1:12]	1	1	5401	Cc1cccc(C)c1-c1ccc(F)c(CBr)n1
[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:4]):[N:5]>>[Cl;D1:4]-[C;D2:7]-[Cl;D1:6].[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:8]):[N:5]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[N:5]>>[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]$[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N:5]>>[O;D1:4]=[Se;D2:7]=[O;D1:6].[C:1]:[C;D3:2](-[C;D1:3]):[N:5]$[C;D2:1]:[C;D3:2](-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[C:7]:[N;D2:8]:1):[C;D2:9]>>[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[C:7]:[N;D2:8]:1)-[Cl;D1:10].[C;D2:1]:[C;D3:2](:[C;D2:9])-[B;D3:12](-[O;D1:11])-[O;D1:13]	1	1	4094	COc1cc(-c2cc(CCl)ncn2)cc(OC)c1OC
[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:4]):[N:5]>>[Cl;D1:4]-[C;D2:7]-[Cl;D1:6].[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:8]):[N:5]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:4](-[C;D1:3])=[O;D1:5]$[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:5]-[C;D3:6](:[N;D2:7]:[C;D3:8]:[C:9]):[C:10]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D3:12](-[C;D1:11])=[O;D1:13].[C;D1:5]-[C;D3:6](:[N;D3+:7](:[C;D3:8]:[C:9])-[O;D1-:14]):[C:10]$[C:1]:[C;D3:2]:[N;D3+:3](-[O;D1-:4]):[C;D3:5]:[C:6]>>[O;D1:4]-[O;D2:9]-[C;D3:8](=[O:7])-[C:10]:1:[C:11]:[C:12]:[C:13]:[C:14](-[Cl:15]):[C:16]:1.[C:1]:[C;D3:2]:[N;D2:3]:[C;D3:5]:[C:6]	1	1	5345	Cc1ccc(CCl)nc1C#N
[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:4]):[N:5]>>[Cl;D1:4]-[S;D3:7](=[O;D1:6])-[Cl;D1:8].[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:9]):[N:5]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:4](-[C;D1:3])=[O;D1:5]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D2:4]-[C;D3:5](-[C:6])=[O:7]):[N;D2:8]:[C;D2:9]:[C:10]>>[O;D2:4](-[C;D3:5](-[C:6])=[O:7])-[C;D3:12](-[C;D1:11])=[O;D1:13].[C:1]:[C;D3:2](-[C;D1:3]):[N;D3+:8](:[C;D2:9]:[C:10])-[O;D1-:14]$[C;D2:1]-[O;D2:2]-[C;D3:3](:[C;D3:4]):[C;D2:5]>>[C;D3:3](:[C;D3:4])(:[C;D2:5])-[Cl;D1:6].[C;D2:1]-[O;D1:2]	1	1	317	COCCCOc1ccnc(CCl)c1C
[C:1]:[C;D3:2](-[C;D2:3]-[S;D2:4]-[C;D3:5](:[N:6]):[N:7]):[N:8]>>[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:9]):[N:8].[S;D1:4]-[C;D3:5](:[N:6]):[N:7]$[C:1]:[C;D3:2](-[C;D2:3]-[Cl;D1:4]):[N:5]>>[Cl;D1:4]-[S;D3:7](=[O;D1:6])-[Cl;D1:8].[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:9]):[N:5]$[C;D2:1]-[O;D1:2]>>[C;D2:1]-[O;D2:2]-[C;D3:4](-[C;D1:3])=[O;D1:5]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D2:4]-[C;D3:5](-[C:6])=[O:7]):[N;D2:8]:[C;D2:9]:[C:10]>>[O;D2:4](-[C;D3:5](-[C:6])=[O:7])-[C;D3:12](-[C;D1:11])=[O;D1:13].[C:1]:[C;D3:2](-[C;D1:3]):[N;D3+:8](:[C;D2:9]:[C:10])-[O;D1-:14]	1	1	317	COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C
[C:1]:[C;D3:2](-[C;D2:3]=[O;D1:4]):[O:5]>>[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[O:5]$[C:1]:[C;D3:2](-[C;D2:3]-[O;D1:4]):[O:5]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:8]-[C;D2:7]-[C:6]):[O:5]$[C;D3:1]-[O;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Br;D1:5].[C;D3:1]-[O;D1:2]$[C;D3:1]-[O;D1:2]>>[C;D3:1]-[O;D2:2]-[C;D1:3]	1	1	7282	CC(C)COc1ccc(Cl)cc1Cc1ccc(C=O)o1
[C:1]:[C;D3:2](-[C;D3:3](-[C;D1:4])=[O;D1:5]):[N:6]>>[C;D1:4]-[Mg;D2:8]-[Br;D1:7].[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[N;D3:11](-[O;D2:10]-[C:9])-[C;D1:12]):[N:6]$[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D3:5](-[C;D1:6])-[O;D2:7]-[C;D1:8]):[N:9]>>[N;D3:5](-[C;D1:6])(-[C;D1:8])-[C;D2:10]=[O;D1:7].[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:11]):[N:9]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[N;D2:5]:[N;D3:6](-[C;D1:7]):[C;D3:8](-[C;D2:9]):[C;D2:10]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:10]-[C;D3:8](-[C;D2:9])=[O;D1:12])=[O;D1:11].[N;D1:5]-[N;D2:6]-[C;D1:7]	1	1	4080	CCc1cc(C(C)=O)nn1C
[C:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[N:6]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[O;D2:9]-[C;D2:8]-[C:7]):[N:6].[N;D0:4]$[O:1]-[C:2](=[O:3])-[C;D3:4]:1:[C;D3:5](-[N;D2:6]-[C;D3:7](:[N:8]):[C:9]):[C;D2:10]:[C:11]:[N:12]:[N:13]:1>>[O:1]-[C:2](=[O:3])-[C;D3:4]:1:[C;D3:5](:[C;D2:10]:[C:11]:[N:12]:[N:13]:1)-[Cl;D1:14].[N;D1:6]-[C;D3:7](:[N:8]):[C:9]$[C:1](:[N;D2:2]:[C;D3:3](-[N;D1:4]):[C;D2:5]):[C:6]>>[C:1](:[N;D2:2]:[C;D3:3](:[C;D2:5])-[Br;D1:7]):[C:6].[N;D0:4]$[C;D1:1]-[C;D4:2](-[C;D1:3])(-[O;D1:4])-[C;D3:5](:[N;D2:6]:[C:7]:[C:8]):[C;D2:9]>>[C;D3:5](:[N;D2:6]:[C:7]:[C:8])(:[C;D2:9])-[Br;D1:10].[C;D1:1]-[C;D3:2](-[C;D1:3])=[O;D1:4]	1	1	514	CC(C)(O)c1cccc(Nc2cc(Cl)nnc2C(N)=O)n1
[C:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[O:6]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[Cl;D1:7]):[O:6].[N;D0:4]$[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[Cl;D1:5]):[O:6]>>[Cl;D1:5]-[S;D3:8](=[O;D1:7])-[Cl;D1:9].[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:10]):[O:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](:[C;D3:9](:[C;D2:10]):[O;D2:12]:1):[C;D2:11]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[O;D2:15]-[C;D2:14]-[C:13])=[O;D1:16].[C;D1:5]-[C;D3:6](=[O;D1:7])-[C;D3:8](:[C;D3:9](:[C;D2:10])-[O;D1:12]):[C;D2:11]	1	1	257	CS(=O)(=O)Nc1cc2oc(C(N)=O)cc(=O)c2cc1Oc1ccccc1
[C:1]:[C;D3:2](-[C;D3:3](=[N;D1:4])-[N;D2:5]-[O;D1:6]):[N:7]>>[C:1]:[C;D3:2](-[C;D2:3]#[N;D1:4]):[N:7].[N;D1:5]-[O;D1:6]$[C:1]:[C;D3:2](-[C;D2:3]#[N;D1:4]):[N:5]>>[C:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:6]):[N:5]$[C:1]:[C;D3:2](-[C;D3:3](-[N;D1:4])=[O;D1:5]):[N:6]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:5])-[O;D1:7]):[N:6].[N;D0:4]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	2184	Cc1cc(C(=N)NO)nc(Cl)n1
[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[Cl;D1:5]):[O:6]>>[Cl;D1:5]-[S;D3:8](=[O;D1:7])-[Cl;D1:9].[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:10]):[O:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[C;D2:5]:[C;D3:6](=[O;D1:7]):[C;D3:8](:[C;D3:9](:[C;D2:10]):[O;D2:12]:1):[C;D2:11]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[O;D2:15]-[C;D2:14]-[C:13])=[O;D1:16].[C;D1:5]-[C;D3:6](=[O;D1:7])-[C;D3:8](:[C;D3:9](:[C;D2:10])-[O;D1:12]):[C;D2:11]$[C;D3:1]-[O;D1:2]>>[C;D3:1]-[O;D2:2]-[C;D1:3]	1	1	257	CS(=O)(=O)Nc1cc2oc(C(=O)Cl)cc(=O)c2cc1Oc1ccccc1
[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D2:5]-[C;D3:6]):[N:7]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D2:15]-[C;D3:14]:1:[C:12](:[C:10](:[C:9](-[F:8]):[C:18](:[C:16]:1-[F:17])-[F:19])-[F:11])-[F:13]):[N:7].[N;D1:5]-[C;D3:6]$[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D3:5](:[C;D3:6]):[C;D3:7]>>[C;D3:5](:[C;D3:6])(:[C;D3:7])-[O;D1:8].[C:1]-[C;D3:2](=[O:3])-[O;D1:4]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[C:1]:1:[C;D2:2]:[C;D3:3](-[Br;D1:4]):[C;D3:5]:[N:6]:1>>[Br;D1:4]-[N;D3:13]-1-[C;D3:8](=[O:7])-[C:9]-[C:10]-[C;D3:11]-1=[O:12].[C:1]:1:[C;D2:2]:[C;D2:3]:[C;D3:5]:[N:6]:1	1	1	4564	Cc1[nH]c(C(=O)NC2CCN(c3ncccc3[N+](=O)[O-])CC2)cc1Br
[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[N;D2:5]-[C;D4:6]):[N:7]>>[C:1]:[C;D3:2](-[C;D3:3](=[O;D1:4])-[O;D1:8]):[N:7].[N;D1:5]-[C;D4:6]$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D2:6]-[C;D1:5]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4]:1:[N;D2:5]:[N;D3:6](-[C;D3:7]:[C:9]:[N:8]):[C;D3:10](-[C;D3:11](:[N:12]):[C:13]):[C;D2:14]:1>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](-[C;D2:14]-[C;D3:10](-[C;D3:11](:[N:12]):[C:13])=[O;D1:16])=[O;D1:15].[N;D1:5]-[N;D2:6]-[C;D3:7]:[C:9]:[N:8]$[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]-[C;D3:7](=[O:8])-[C:9]>>[O:1]-[C;D3:2](=[O:3])-[C;D3:4](=[O;D1:5])-[O;D2:12]-[C;D2:11]-[C:10].[C;D1:6]-[C;D3:7](=[O:8])-[C:9]	1	1	1562	Cc1ccc(-c2cc(C(=O)NC(C)(C)C)nn2-c2cccnc2)nc1
