Composite_rule	popularity	route_ids_size	Reference	Target_molecules
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5](:[C;D2:6]):[C;D3:8](:[C;D3:7])-[N;D2:9]-[C;D3:10](=[O;D1:11])-[C;D3:12](:[C:13]):[N:14]>>[C;D1:1]-[N;D1:2].[C;D3:3]:1(=[O;D1:4]):[C;D3:5](:[C;D2:6]):[C;D3:8](:[C;D3:7]):[N;D2:9]:[C;D3:10](:[O;D2:11]:1)-[C;D3:12](:[C:13]):[N:14]$[O;D1:1]=[C;D3:2]:1:[O;D2:3]:[C;D3:4](-[C;D3:5](:[C:6]):[N:7]):[N;D2:8]:[C;D3:9](:[C;D3:10]:1:[C;D2:11]):[C;D3:12]>>[O;D1:3]-[C;D3:4](-[C;D3:5](:[C:6]):[N:7])=[O;D1:13].[O;D1:1]=[C;D3:2](-[C;D3:10](:[C;D3:9](-[N;D1:8]):[C;D3:12]):[C;D2:11])-[O;D1:14]$[O:1]=[C;D3:2](-[O;D1:3])-[C:4]>>[O:1]=[C;D3:2](-[O;D2:3]-[C;D1:5])-[C:4]	1	1	6718	CNC(=O)c1cc(Cl)cc(Cl)c1NC(=O)c1cc(Br)nn1-c1ccccc1Cl
[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]:[C:6]:[N:7]>>[C;D3:3](=[O;D1:4])(-[C;D3:5]:[C:6]:[N:7])-[O;D1:8].[C;D1:1]-[N;D1:2]$[N:1]:[C:2]:[C;D3:3]-[C;D2:4]-[N;D3:5]:1:[N;D2:6]:[C;D3:7]:2:[C;D3:8](:[C;D3:9]:1-[C;D3:10](:[C:11]):[N:12]):[C;D3:13]:[N:14]:[C:15]:[N;D3:16]:2>>[C;D2:9](-[C;D3:10](:[C:11]):[N:12])=[O;D1:17].[N:1]:[C:2]:[C;D3:3]-[C;D2:4]=[O;D1:18].[N;D1:5]-[N;D2:6]-[C;D3:7]:1:[C;D2:8]:[C;D3:13]:[N:14]:[C:15]:[N;D3:16]:1$[C:1]-[C;D3:2](=[O:3])-[O;D1:4]>>[C:1]-[C;D3:2](=[O:3])-[O;D2:4]-[C;D1:5]	1	1	6826	CNC(=O)c1cc(-c2c3c(=O)n(C)c(=O)n(CC4CC4)c3nn2Cc2c[nH]c3ccc(C)cc23)n(C)c1
[C;D1:1]-[N;D2:2]-[C;D3:3]-[C:4](=[O:5])-[N:6]>>[C;D1:1]-[N;D3:2](-[C;D3:3]-[C:4](=[O:5])-[N:6])-[C;D3:12](-[O;D2:11]-[C:8](-[C:7])(-[C:9])-[C:10])=[O;D1:13]$[C;D1:1]-[N;D3:2](-[C;D3:3](=[O;D1:4])-[C;D3:5])-[C;D3:6]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[O;D1:7].[C;D1:1]-[N;D2:2]-[C;D3:6]$[C;D1:1]-[N;D2:2]-[C;D3:3]>>[C;D1:1]-[N;D3:2](-[C;D3:3])-[C;D3:9](-[O;D2:8]-[C:5](-[C:4])(-[C:6])-[C:7])=[O;D1:10]	1	1	745	CN[C@H](Cc1ccc2ccccc2c1)C(=O)N(C)[C@@H](CNS(C)(=O)=O)Cc1ccccc1
[C;D1:1]-[N;D2:2]-[C;D3:3]:1:[C;D2:4]:[C:5]:[N:6]:[C:7]:[N;D2:8]:1>>[C;D3:3]:1(:[C;D2:4]:[C:5]:[N:6]:[C:7]:[N;D2:8]:1)-[Cl;D1:9].[C;D1:1]-[N;D1:2]$[O;D1:1]=[C;D3:2](-[N;D2:3]-[C;D3:4])-[N;D2:5]-[C;D3:6]>>[N;D1:5]-[C;D3:6].[O;D1:1]=[C;D2:2]=[N;D2:3]-[C;D3:4]$[O;D1:1]=[C;D2:2]=[N;D2:3]-[C;D3:4]>>[O;D1:1]=[C;D3:2](-[Cl;D1:5])-[Cl;D1:6].[N;D1:3]-[C;D3:4]	1	1	352	CNc1cc(Oc2ccc(NC(=O)Nc3ccc(Br)c(C(F)(F)F)c3)cc2)ncn1
[C;D1:1]-[N;D2:2]-[C;D3:3]:1:[N;D2:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1>>[C;D3:3]:1(:[N;D2:4]:[C:5]:[N:6]:[C:7]:[C;D3:8]:1)-[Cl;D1:9].[C;D1:1]-[N;D1:2]$[C:1]:1:[N:2]:[C:3]:[N;D2:4]:[C;D3:5](-[Cl;D1:6]):[C;D3:7]:1>>[Cl;D1:6]-[P;D4:9](=[O;D1:8])(-[Cl;D1:10])-[Cl;D1:11].[C:1]:1:[N:2]:[C:3]:[N;D2:4]:[C;D3:5](:[C;D3:7]:1)-[O;D1:12]$[C;D3:1]:[C;D3:2]:1:[N;D2:3]:[C;D3:4](-[C;D3:5]:[C:7]:[N:6]):[N;D2:8]:[C;D3:9](-[O;D1:10]):[C;D3:11]:1:[C;D2:12]>>[C;D3:1]:[C;D3:2](-[N;D2:3]-[C;D3:4](-[C;D3:5]:[C:7]:[N:6])=[O;D1:13]):[C;D3:11](-[C;D3:9](-[N;D1:8])=[O;D1:10]):[C;D2:12]	1	1	2421	CNc1nc(-c2cccnc2)nc2c(C)cc(Br)cc12
[C;D1:1]-[N;D2:2]-[C;D3:3]>>[C;D1:1]-[N;D3:2](-[C;D3:3])-[C;D2:8]-[C;D3:7]:1:[C:6]:[C:5]:[C:4]:[C:10]:[C:9]:1$[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:5](-[C:4])=[O:6]>>[C;D1:1]-[I;D1:7].[N;D2:2](-[C;D2:3])-[C;D3:5](-[C:4])=[O:6]$[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](-[C;D2:5])-[C;D2:6]>>[C;D3:4](-[C;D2:5])(-[C;D2:6])=[O;D1:7].[C;D1:1]-[N;D2:2]-[C;D2:3]	1	1	4899	CNC1C[C@H]2CC(=O)N(C)C[C@H]2C1
[C;D1:1]-[N;D2:2]-[C;D3:3]>>[C;D1:1]-[N;D3:2](-[C;D3:3])-[C;D3:9](-[O;D2:8]-[C:5](-[C:4])(-[C:6])-[C:7])=[O;D1:10]$[C;D1:1]-[N;D3:2](-[C;D3:3](=[O:4])-[O:5]-[C:6](-[C:7])(-[C:8])-[C:9])-[C;D3:10]>>[C;D1:1]-[I;D1:11].[N;D2:2](-[C;D3:3](=[O:4])-[O:5]-[C:6](-[C:7])(-[C:8])-[C:9])-[C;D3:10]$[C;D3:1]-[N;D3:2]-1-[C;D2:3]-[C;D2:4]-[C;D2:5]-[C;D2:6]-1>>[C;D2:3](-[C;D2:4]-[C;D2:5]-[C;D2:6]-[Br;D1:8])-[Br;D1:7].[C;D3:1]-[N;D1:2]	1	1	1327	CN[C@@H]1CC[C@H](N2CCCC2)CC1
[C;D1:1]-[N;D2:2]-[C;D3:3]>>[C;D2:1](-[N;D3:2](-[C;D3:3])-[C;D1:4])=[O;D1:5]$[C;D1:1]-[N;D3:2](-[C;D2:3]=[O:4])-[C;D3:5]>>[C;D1:1]-[I;D1:6].[N;D2:2](-[C;D2:3]=[O:4])-[C;D3:5]$[O;D1:1]=[C;D2:2]-[N;D2:3]-[C;D3:4]>>[O;D1:1]=[C;D2:2]-[O;D1:5].[N;D1:3]-[C;D3:4]	1	1	7737	CNc1ccc(F)c(Cl)c1
[C;D1:1]-[N;D2:2]=[C;D3:3](-[C;D1:4])-[C;D3:5]>>[C;D3:3](-[C;D1:4])(-[C;D3:5])=[O;D1:6].[C;D1:1]-[N;D1:2]$[C;D1:1]-[C;D3:2](=[O;D1:3])-[C;D3:4]>>[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]$[C;D1:1]-[C;D3:2](-[O;D1:3])-[C;D3:4]>>[C;D1:1]-[Mg;D2:6]-[I;D1:5].[C;D2:2](=[O;D1:3])-[C;D3:4]	1	1	7988	CN=C(C)C1CCSc2[nH]c3ccccc3c21
[C;D1:1]-[N;D2:2]>>[C;D3:1](-[N;D2:2])(-[O;D2:4]-[C;D1:3])=[O;D1:5]$[C;D2:1]:[C;D3:2]:1:[C;D3:3](:[C;D2:4]):[N;D3:5](-[C;D2:6]):[C;D3:7](-[C;D4:8]):[N;D2:9]:1>>[C;D3:7](-[C;D4:8])(=[O;D1:10])-[Cl;D1:11].[C;D2:1]:[C;D3:2](:[C;D3:3](:[C;D2:4])-[N;D2:5]-[C;D2:6])-[N;D1:9]$[C;D3:1]-[N;D1:2]>>[C;D3:1]-[N;D3+:2](=[O;D1:3])-[O;D1-:4]	1	1	6895	CNc1ccc2c(c1)nc(C(C)(C)C)n2CC1CCCCC1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D2:4]-[C;D2:5]-[C:6](=[O:7])-[N:8]>>[C;D2:4](-[C;D2:5]-[C:6](=[O:7])-[N:8])-[Cl;D1:9].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D3:2](-[C;D2:3])-[N;D3:4](-[C;D2:5])-[C;D2:6]>>[O;D1:1]=[C;D3:2](-[C;D2:3])-[Cl;D1:7].[N;D2:4](-[C;D2:5])-[C;D2:6]$[C;D2:1]-[N;D2:2]-[C;D2:3]>>[C;D2:1]-[N;D3:2](-[C;D2:3])-[C;D3:9](-[O;D2:8]-[C:5](-[C:4])(-[C:6])-[C:7])=[O;D1:10]	1	1	4998	CN(C)CCC(=O)N1CCO[C@H](COc2nc(-c3ccc(N4CCOCC4)cc3)cc3nccnc23)C1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D2:4]-[C;D2:5]>>[C;D2:4](-[C;D2:5])-[Cl;D1:6].[C;D1:1]-[N;D2:2]-[C;D1:3]$[C;D2:1]-[C;D2:2]-[N;D3:3](-[C;D2:4])-[C;D2:5]>>[C;D2:1]-[C;D2:2]-[Br;D1:6].[N;D2:3](-[C;D2:4])-[C;D2:5]$[C;D2:1]-[N;D2:2]-[C;D2:3]>>[C;D2:1]-[N;D3:2](-[C;D2:3])-[C;D2:8]-[C;D3:7]:1:[C:6]:[C:5]:[C:4]:[C:10]:[C:9]:1	1	1	8030	CN(C)CCCN1CCC(n2ccc3ccccc32)CC1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D2:4]-[C;D3:5]>>[C;D2:4](-[C;D3:5])=[O;D1:6].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]>>[O;D1:1]-[C;D1:4].[C;D2:2](-[C;D3:3])#[N;D1:5]$[C:1]:[C:2]:1:[C:3](:[C:4]):[O;D2:5]:[C;D3:6](-[N;D3:7](-[C;D2:8])-[C;D2:9]):[N;D2:10]:1>>[C:1]:[C:2]:1:[C:3](:[C:4]):[O;D2:5]:[C;D3:6](:[N;D2:10]:1)-[Cl;D1:11].[N;D2:7](-[C;D2:8])-[C;D2:9]	1	1	9621	CN(C)Cc1ccc2oc(N3CCN(C4CC4)CC3)nc2c1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](-[C;D2:5]#[N;D1:6])-[C;D3:7]>>[C;D2:4](-[C;D3:7])=[O;D1:8].[C;D1:5]#[N;D1:6].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]>>[O;D1:1]=[C;D3:2](-[C;D3:3])-[O;D2:6]-[C;D2:5]-[C:4]$[C;D2:1]-[C;D4:2]-1(-[C;D2:3])-[O;D2:4]-[C;D2:5]-[C;D2:6]-[O;D2:7]-1>>[C;D2:5](-[C;D2:6]-[O;D1:7])-[O;D1:8].[C;D2:1]-[C;D3:2](-[C;D2:3])=[O;D1:4]	1	1	4654	CN(C)C(C#N)C1CCC2(CC1)OCCO2
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](:[N;D2:5]:[C:6](:[C:7]):[C:8]):[C;D3:9]-[C:10]=[O:11]>>[C;D3:4](:[N;D2:5]:[C:6](:[C:7]):[C:8])(:[C;D3:9]-[C:10]=[O:11])-[Cl;D1:12].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]:[C:5]:[N:4]>>[O;D1:1]-[C;D2:2]-[C;D3:3]:[C:5]:[N:4]$[O;D1:1]-[C;D2:2]-[C;D3:3]:[C:5]:[N:4]>>[O;D1:1]=[C;D3:2](-[C;D3:3]:[C:5]:[N:4])-[O;D2:8]-[C;D2:7]-[C:6]	1	1	428	CN(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1C=O
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[Cl;D1:7].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D3:2](-[Cl;D1:3])-[C;D3:4]>>[Cl;D1:3]-[C;D3:8](-[C;D3:6](=[O:5])-[Cl:7])=[O;D1:9].[O;D1:1]=[C;D3:2](-[C;D3:4])-[O;D1:10]$[O:1]=[C;D3:2](-[O;D1:3])-[C:4]>>[O:1]=[C;D3:2](-[O;D2:3]-[C;D2:6]-[C;D1:5])-[C:4]	1	1	9723	CN(C)C(=O)c1cccc(NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3Cl)cc2)c1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[Cl;D1:7].[C;D1:1]-[N;D2:2]-[C;D1:3]$[O;D1:1]=[C;D3:2](-[Cl;D1:3])-[C;D3:4]>>[Cl;D1:3]-[S;D3:6](=[O;D1:5])-[Cl;D1:7].[O;D1:1]=[C;D3:2](-[C;D3:4])-[O;D1:8]$[O;D1:1]=[C;D3:2](-[O;D1:3])-[C;D3:4](:[C;D3:5]):[C;D3:6]>>[O;D1:1]=[C;D2:2]=[O;D1:3].[C;D2:4](:[C;D3:5]):[C;D3:6]	1	1	6466	CN(C)C(=O)c1c(Oc2ccccc2)cccc1Oc1ccccc1
[C;D1:1]-[N;D3:2](-[C;D1:3])-[C;D3:4](=[O;D1:5])-[N;D2:6]>>[C;D1:1]-[N;D2:2]-[C;D1:3].[C;D3:4](=[O;D1:5])(-[N;D2:6])-[O;D2:11]-[C;D3:10]:1:[C:9]:[C:8]:[C:7]:[C:13]:[C:12]:1$[N:1]:[C;D3:2](-[N;D2:3]-[C;D3:4](=[O;D1:5])-[O;D2:6]):[N:7]>>[C;D3:4](=[O;D1:5])(-[O;D2:6])-[Cl;D1:8].[N:1]:[C;D3:2](-[N;D1:3]):[N:7]$[C:1]:1:[N;D2:2]:[C;D3:3](-[N;D1:4]):[N;D2:5]:[C:6]:[C:7]:1>>[C:1]:1:[N;D2:2]:[C;D3:3](:[N;D2:5]:[C:6]:[C:7]:1)-[S;D4:9](-[C;D1:8])(=[O;D1:10])=[O;D1:11].[N;D0:4]	1	1	6928	CN(C)C(=O)Nc1nccc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)n1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D2:4]-[C;D3:5](:[C:6]:[N:7]):[N:8]>>[C;D2:4](-[C;D3:5](:[C:6]:[N:7]):[N:8])=[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[N:1]:[C;D3:4](:[C:3]:[N:2])-[C;D2:5]=[O;D1:6]>>[N:1]:[C;D3:4](:[C:3]:[N:2])-[C;D2:5]-[O;D1:6]$[N:1]:[C;D3:4](:[C:3]:[N:2])-[C;D2:5]-[O;D1:6]>>[N:1]:[C;D3:4](:[C:3]:[N:2])-[C;D3:5](=[O;D1:6])-[O;D2:9]-[C;D2:8]-[C:7]	1	1	6502	CN(CCNC(=O)OC(C)(C)C)Cc1cncn1-c1ccc(C#N)cc1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D2:4]-[C;D3:5](:[N:6]):[N:7]>>[C;D2:4](-[C;D3:5](:[N:6]):[N:7])-[Cl;D1:8].[C;D1:1]-[N;D2:2]-[C;D2:3]$[O;D1:1]=[C;D3:2]:1:[C;D3:3]:[C:5](:[C:4]):[N;D2:6]:[C;D3:7](-[C;D2:8]):[N;D3:9]:1-[C;D3:10]>>[N;D1:9]-[C;D3:10].[O;D1:1]=[C;D3:2]:1:[C;D3:3]:[C:5](:[C:4]):[N;D2:6]:[C;D3:7](-[C;D2:8]):[O;D2:11]:1$[O;D1:1]=[C;D3:2]:1:[O;D2:3]:[C;D3:4](-[C;D2:5]):[N;D2:6]:[C;D3:7](:[C;D3:8]:1:[C;D2:9]):[C;D2:10]>>[C;D3:4](-[C;D2:5])(=[O;D1:11])-[Cl;D1:12].[O;D1:1]=[C;D3:2](-[O;D1:3])-[C;D3:8](:[C;D3:7](-[N;D1:6]):[C;D2:10]):[C;D2:9]	1	1	6158	CN(CCN(C)C(=O)OC(C)(C)C)Cc1nc2ccc([N+](=O)[O-])cc2c(=O)n1-c1ccccc1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D2:4]-[C;D3:5]:1:[C:6]:[N:7]:[N:8]:[C:9]:1>>[C;D2:4](-[C;D3:5]:1:[C:6]:[N:7]:[N:8]:[C:9]:1)=[O;D1:10].[C;D1:1]-[N;D2:2]-[C;D2:3]$[O;D1:1]=[C;D2:2]-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1>>[O;D1:1]-[C;D2:2]-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1$[O;D1:1]-[C;D2:2]-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1>>[O;D1:1]=[C;D3:2](-[C;D3:3]:1:[C:4]:[N:5]:[N:6]:[C:7]:1)-[O;D1:8]	1	1	3277	CN(CCNC(=O)OC(C)(C)C)Cc1cn(C2CCCCO2)nc1I
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D2:4]-[C;D3:5]>>[C;D2:4](-[C;D3:5])-[O;D2:10]-[S;D4:7](-[C:6])(=[O:8])=[O:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[S;D4:2](=[O;D1:3])(=[O;D1:4])-[O;D2:5]-[C;D2:6]>>[C;D1:1]-[S;D4:2](=[O;D1:3])(=[O;D1:4])-[Cl;D1:7].[O;D1:5]-[C;D2:6]$[O:1]=[C:2]-[C;D3:3]:1:[C;D3:4](-[N;D2:5]-[C;D3:6]):[C;D3:7]:[C:8]:[N:9]:[C:10]:1>>[O:1]=[C:2]-[C;D3:3]:1:[C;D3:4](:[C;D3:7]:[C:8]:[N:9]:[C:10]:1)-[Cl;D1:11].[N;D1:5]-[C;D3:6]	1	1	5498	CN(CCO)C[C@@H]1CC[C@@H](Nc2c(C(=O)C3CC3)cnc3ccc(Br)cc23)CC1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O:5])-[C:6]>>[C;D1:1]-[I;D1:7].[N;D2:2](-[C;D2:3])-[C;D3:4](=[O:5])-[C:6]$[O;D1:1]=[C;D3:2](-[N;D2:3]-[C;D2:4])-[C;D4:5](-[F:6])(-[F:7])-[F:8]>>[O;D1:1]=[C;D3:2](-[C;D4:5](-[F:6])(-[F:7])-[F:8])-[O;D2:11]-[C;D3:10](=[O:9])-[C:12](-[F:13])(-[F:14])-[F:15].[N;D1:3]-[C;D2:4]$[N;D1:1]-[C;D2:2]-[C;D2:3]-[C;D3:4]:[C:5]:[N:6]>>[N;D3+:1](-[C;D2:2]=[C;D2:3]-[C;D3:4]:[C:5]:[N:6])(=[O;D1:7])-[O;D1-:8]	1	1	9639	CN(CCc1ccn(S(=O)(=O)c2ccccc2)c1)C(=O)C(F)(F)F
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]=[C:7]-[C:8]>>[C;D3:4](=[O;D1:5])(-[C;D2:6]=[C:7]-[C:8])-[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]:[C:5]:[N:6]>>[C;D1:1]-[N;D3:2]:1:[C;D3:9](:[C;D3:8](-[C:7]):[C;D3:17]:2:[C;D3:12]:1:[C;D2:13]:[C:14]:[C:15]:[C:16]:2)-[C;D2:10]=[O:11].[C;D2:3](-[C;D3:4]:[C:5]:[N:6])=[O;D1:18]$[C;D3:1]:1:[C;D3:2](-[C;D2:3]=[O;D1:4]):[N;D3:5]:[C:6](:[C:7]):[C:8]:1>>[C;D2:3](=[O;D1:4])-[N;D3:10](-[C;D1:9])-[C;D1:11].[C;D3:1]:1:[C;D2:2]:[N;D3:5]:[C:6](:[C:7]):[C:8]:1	1	1	3984	CN(Cc1c2n(c3ccccc13)CCC2)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D2:6]=[C:7]-[C:8]>>[C;D3:4](=[O;D1:5])(-[C;D2:6]=[C:7]-[C:8])-[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[N;D2:1]-[C;D2:2]-[C;D3:3](:[C:4]):[N:5]>>[N;D2:1]-[C;D3:2](-[C;D3:3](:[C:4]):[N:5])=[O;D1:6]$[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5](:[C:6]):[N:7]>>[C;D3:3](=[O;D1:4])(-[C;D3:5](:[C:6]):[N:7])-[O;D2:10]-[C;D2:9]-[C:8].[C;D1:1]-[N;D1:2]	1	1	597	CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D3:6](:[N:7]):[C:8]>>[C;D3:4](=[O;D1:5])(-[C;D3:6](:[N:7]):[C:8])-[O;D1:9].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]>>[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:9](-[O;D2:8]-[C:5](-[C:4])(-[C:6])-[C:7])=[O;D1:10]$[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O:5])-[O:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D1:1]-[I;D1:11].[N;D2:2](-[C;D2:3])-[C;D3:4](=[O:5])-[O:6]-[C:7](-[C:8])(-[C:9])-[C:10]	1	1	3791	CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1cc(O)[nH]n1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[O;D1:7].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4](:[N:5]):[C:6]>>[C;D2:3](-[C;D3:4](:[N:5]):[C:6])=[O;D1:7].[C;D1:1]-[N;D1:2]$[O;D1:1]=[C;D2:2]-[C;D3:3](:[N:4]):[C:5]>>[O;D1:1]-[C;D2:2]-[C;D3:3](:[N:4]):[C:5]	1	1	625	CN(Cc1ccc2c(n1)NC(=O)CS2)C(=O)C1CN(C(=O)OC(C)(C)C)CCO1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[C;D3:6]>>[C;D3:4](=[O;D1:5])(-[C;D3:6])-[O;D1:7].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]>>[C;D1:1]=[O;D1:4].[N;D1:2]-[C;D2:3]$[N;D1:1]-[C;D2:2]-[C;D4:3]>>[N;D1:1]#[C;D2:2]-[C;D4:3]	1	1	115	CN(CC1(c2nc(-c3ccccc3)cs2)CCOCC1)C(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[N;D2:6]-[C;D3:7]>>[C;D2:4](=[O;D1:5])=[N;D2:6]-[C;D3:7].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]>>[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:5](=[O;D1:4])-[C;D4:6](-[F:7])(-[F:8])-[F:9]$[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O:5])-[C:6]>>[C;D1:1]-[I;D1:7].[N;D2:2](-[C;D2:3])-[C;D3:4](=[O:5])-[C:6]	1	1	445	CN(CC1(c2ccc(I)cc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)Nc1cc(Cl)cc(Cl)c1
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D3:4](=[O;D1:5])(-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]-[O;D1:5]>>[C;D2:3]-1-[C;D3:4]-[O;D2:5]-1.[C;D1:1]-[N;D1:2]$[C;D3:1]-[O;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Cl;D1:5].[C;D3:1]-[O;D1:2]	1	1	6297	CN(CC(O)COc1cc(Cl)cc(Br)c1)C(=O)OC(C)(C)C
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D3:4](=[O;D1:5])(-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[C;D1:1]-[N;D2:2]-[C;D2:3]$[C;D1:1]-[N;D2:2]-[C;D2:3]-[C;D3:4]>>[C;D2:3](-[C;D3:4])-[Br;D1:5].[C;D1:1]-[N;D1:2]$[O;D1:1]-[C;D3:2](-[C;D2:3])-[C;D3:4]>>[O;D1:1]=[C;D3:2](-[C;D2:3])-[C;D3:4]	1	1	1107	CN(C[C@H](O)c1ccc(C(F)(F)F)c(F)c1)C(=O)OC(C)(C)C
[C;D1:1]-[N;D3:2](-[C;D2:3])-[C;D3:4](=[O;D1:5])-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10]>>[C;D3:4](=[O;D1:5])(-[O;D2:6]-[C:7](-[C:8])(-[C:9])-[C:10])-[O;D2:18]-[C;D3:16](-[O:15]-[C:12](-[C:11])(-[C:13])-[C:14])=[O:17].[C;D1:1]-[N;D2:2]-[C;D2:3]$[N;D2:1]-[C;D2:2]-[C;D3:3]>>[N;D2:1]-[C;D3:2](-[C;D3:3])=[O;D1:4]$[C;D1:1]-[N;D2:2]-[C;D3:3](=[O;D1:4])-[C;D3:5]>>[C;D3:3](=[O;D1:4])(-[C;D3:5])-[O;D1:6].[C;D1:1]-[N;D1:2]	1	1	9615	CN(Cc1ccccc1I)C(=O)OC(C)(C)C
